title,abstract
A combined kinodynamic motion planning method for multisegment continuum manipulators in confined spaces,"Multisegment continuum manipulators exhibit broad application prospects for complex tasks in confined spaces due to their inherent compliance and dexterity. However, the dynamic behaviors of these manipulators are highly nonlinear, bringing great challenges to their obstacle-avoidance motion planning. In this paper, a combined kinodynamic motion planning method is proposed for cable-driven multisegment continuum manipulators in confined spaces. The kinodynamic motion planning problem for these manipulators is first transformed into a nonlinear optimization problem (NOP) with both obstacle-avoidance constraints and input limitation constraints. The workspace of the continuum manipulator is then divided into a safe subspace and a warning subspace. By introducing parameters, the transformed NOP for motion planning in the safe subspace is further reformulated as a mixed complementarity problem to solve, which can rapidly generate paths while strictly satisfying system constraints. In addition, based on normal distribution and adaptive parameters, an improved particle swarm optimization algorithm with great search performance is developed to address the motion planning problem in the warning subspace. The proposed path optimization framework can effectively address the highly nonlinear kinodynamic motion planning problem for multisegment continuum manipulators. Numerical simulations for obstacle-avoidance motion planning of multisegment continuum manipulators are conducted to illustrate the effectiveness and advantages of the proposed method."
Solving Fuzzy Nonlinear Optimization Problems Using Null Set Concept,"In the present paper, we propose a new method for minimizing the fuzzy single-objective function under fuzzy constraints. The algorithm of the method is based on the use of the null set concept. The null set concept allows us to use partial ordering for subtraction between fuzzy numbers, such as simple subtraction and the Hukuhara difference. From this, we have defined the types of solutions for a single-objective optimization problem, namely optimal solutions and H-optimal solutions. In practice, the method starts by turning the initial optimization problem into a deterministic nonlinear bi-objective optimization problem. Then, it uses Karush–Kuhn–Tucker’s optimality conditions to find the best solution of the bi-objective optimization problem. Finally, it deduces the solution to the initial problem using fuzzy algebraic operations to convert the deterministic solution into a fuzzy solution. Through some theorems, we have demonstrated that the obtained solutions by our method are optimal or H-optimal. Furthermore, the resolution of five examples of which a real-world problem has allowed us to compare our algorithm to other algorithms taken into the literature. With these results, our method can be seen as a good choice for solving a single-objective optimization problem where the objective and constraint functions are fuzzy."
Behavior of Hybrid FRP Strengthened RC Column Under Axial Compression,"Recently, there has been a growing interest in using Fiber reinforced cementitious matrix (FRCM) technology due to its ease of application and effectiveness in rehabilitating reinforced concrete (RC) elements. However, increasing the number of FRCM layers has not consistently improved strength and ductility, often resulting in premature Fiber slippage-related failures. This study examines RC circular columns strengthened with a hybrid approach combining FRCM and externally bonded FRP (EB-FRP) to overcome the limitations of FRCM alone. Two sets of each seven columns were cast, with one serving as a control and six undergoing strengthening using glass and carbon FRP materials. The main goal is to evaluate the hybrid FRCM/EB-FRP method’s effectiveness, enhance deformation characteristics, prevent Fiber slippage, and reduce the need for multiple FRCM layers. The study includes discussions on axial load-bearing capacity, load versus deformation Behavior, and failure patterns. The results reveal that Hybrid FRP-strengthened RC columns demonstrated increased capacity, improved column confinement, and enhanced ductility."
Effect on Different Anatomy Layers of Human Subject During Vibration Conditions Using FEM,"During daily activities, individuals come into contact with various intensities and durations of vibrations, which can potentially lead to health issues such as headaches, vomiting, and even heart failure. When designing components for human use, it becomes essential to assess the vibration parameters affecting the human body, allowing for necessary actions to minimize its impact. In a current study, a 76 kg mass representing the 95th percentile anthropometric Indian human male population was used and a realistic CAD model was created, incorporating different anatomical layers and defining material properties for various organs and components. To understand the effect of vibrations, modal analysis was conducted on the standing posture of the human subject. This analysis helped identify the natural frequencies (eigenvalues) and the vibration patterns (mode shapes) as well as the deformations experienced by each anatomical layer. Notably, the head and lower arms were found to experience the maximum effects of vibration across all types of anatomy layers. The natural frequency values obtained in this study were compared with experimentally obtained data available in existing literature for further validation."
The risk of concurrent malignancies in patients with multiple endocrine neoplasia type 1: insights into clinical characteristics of those with multiple endocrine neoplasia type 1,Summarize and analyze the characteristics of patients with Multiple Endocrine Neoplasia type 1 (MEN-1) who were diagnosed with malignant tumors that do not belong to MEN-1 components.
Composition of staff teams in early childhood education and care centres in nine countries,"This study draws on data from TALIS Starting Strong 2018, an international survey of early childhood education and care (ECEC) staff and leaders, to examine the staff roles (leader, teacher, assistant, specialised staff, intern, other) that are included in ECEC centres in nine countries: Chile, Denmark, Germany, Iceland, Israel, Japan, Korea, Norway and Türkiye. The staffing profiles in ECEC centres are compared across countries as well as within countries, according to whether the centre was co-located with a primary school, its size in terms of the number of children enrolled, and the concentration of children with special needs and those from socio-economically disadvantaged homes. In addition, associations between the share of teachers and assistants in ECEC centres and staff reports of their time working on tasks without children, their collaboration with colleagues, their work-related stress and job satisfaction were examined. Results are discussed in terms of the different policy contexts in the participating countries and implications for building an ECEC workforce to address demands for both increased access to and better ECEC quality for children."
Examining the effects of climate change adaptation on technical efficiency of rice production,"This study examined the impact of eight climate change adaptation practices on technical efficiency (TE) among 843 rice farmers in Central China. Data were collected across ten counties in Hubei province in 2019. Given that spatial dependency is present in social and economic systems, we accounted for the spatial autocorrelation of TE. We estimated both a one-step nonspatial stochastic frontier model and a spatial stochastic frontier model. We verified that spatial spillovers were present in the TE of rice farmers, suggesting that the nonspatial stochastic frontier model underestimated TE. Results showed that adopting climate change adaptation strategies significantly affected TE. These effects, however, varied in directionality by the different adaptation measures evaluated in this study. Overall, adjusting preparation dates, improving irrigation systems, and increasing cultivated areas positively affected TE at 1%, 0.1%, and 5% significance levels. In contrast, the coefficients for both using flood-tolerant rice varieties and adjusting sowing dates were negative and significant at 5% and 10% significant levels. Interestingly, the effects of using high-yield rice varieties and adjusting fertilizer use were not significant. Finally, this study did not find any evidence that adaptation intensity affected the TE of rice production. Based on these results, we discussed implications for future climate-smart agriculture programs addressing the adverse effects of climate change on agricultural production in China."
Can green hydrogen production be used to mitigate ocean deoxygenation? A scenario from the Gulf of St. Lawrence,"Ocean deoxygenation and expansion and intensification of hypoxia in the ocean are a major, growing threat to marine ecosystems. Measures currently used to protect marine biodiversity (e.g., marine protected areas) are ineffective in countering this threat. Here, we highlight the example of the Gulf of St. Lawrence in eastern Canada, where oxygen loss is not only due to eutrophication (which can be mitigated by nutrient controls) but also is a consequence of ocean circulation change and warming. Climate-related loss of oxygen will be an increasingly widespread source of risk to marine biodiversity over this century. Again using the Gulf of St. Lawrence as an example, we show that production of oxygen by the green hydrogen industry can be comparable to the loss rate of dissolved oxygen on large spatial scales, offering new possibilities for mitigation. However, this mitigation approach has rarely been considered for marine environments to date. Given confluence of increasing risk to marine ecosystems from oxygen loss and rapid emergence, worldwide, of industrial sources of pure oxygen, which are likely to be located in coastal regions, we believe this option will be proposed increasingly in coming years, including by the private sector. We argue that it is urgent for ocean scientists, engineers, and policymakers to recognize and address this emerging potential. A coordinated research effort should be established immediately in order to harness the potential of the green hydrogen industry to mitigate major impacts of climate change on marine biodiversity, and avoid any unintended negative consequences."
Strain-Based Grid Beam Model for Predicting Punching Failure of Slab–Column Connections,"The punching shear failure that occurs in the vicinity of the slab–column connection is of utmost importance due to its brittle nature, which may lead to progressive collapse of flat-plate structures. Therefore, the development of reliable design guidelines requires accurate prediction of the punching shear resistance of the slab–column connection region. This paper introduces a new punching failure criterion for nonlinear grid beam modeling of slab–column connections based on the concrete compressive strain at the extreme compression fiber of the cross section at failure. To simulate nonlinear behavior, flexure and torsion hinges were incorporated into the grid beam elements. The proposed failure criterion was calibrated using 34 isolated slab specimens from literature, and its accuracy was validated using another set of 32 isolated slab test specimens. Additionally, the reliability of the proposed modeling strategy was examined for continuous slab systems by considering the results of numerical and experimental studies on multi-span flat-plate systems from the literature."
Aquatic plant Nymphaea mexicana as a viable feedstock for second-generation biofuel production,"Every year several thousand metric tons of macrophytic biomass is removed from water bodies and discarded without any further use. Valorizing this biomass into biofuels can be a way to help in mitigating the world’s rising energy demand. In the current study, firstly nitrate reductase (NR) activity and total chlorophyll content in six prevalent aquatic plants present in Dal Lake, Srinagar, India, were determined. The NR activity and total chlorophyll in Nymphaea mexicana were found to be 0.180 ± 0.037 µmol NO2 g−1FW h−1 and 0.973 ± 0.13 mg/g, respectively, significantly higher among all studied macrophytes. Concurrently, the area coverage of this plant in the lake was also assessed and this plant covered 3.86 km2, approximately 70% of the total area under aquatic vegetation in Dal Lake, determining its high growth rate. The high growth rate of this plant can be ascribed to its high NR activity and total chlorophyll than other studied plants. Then this plant’s potential for producing bioethanol and biodiesel was also assessed. For bioethanol production, dried biomass was hydrolyzed using different dilute sulfuric acid concentrations (1–5% v/v) at different temperatures (100–230 °C) for different time periods (1.5–4.5 h). Maximum reducing sugar yield of 410.07 ± 18.20 mg/g biomass was obtained at 3% acid concentration and 130 °C temperature after 3-h time interval. This condition was selected as the optimal condition for hydrolysis, and hydrolysate was then fermented by Saccharomyces cerevisiae to produce bioethanol. Ethanol yield of 160 mg/g biomass was obtained after 96 h of fermentation. For biodiesel production, the dried biomass was Soxhlet extracted to obtain crude lipid followed by transesterification. A crude lipid yield of 34% (w/w) was obtained using a methanol and diethyl ether (2:1 ratio) solvent system. FAME analysis of trans-esterified lipid through GC-FID showed C16:0, C18:0, C18:1, C18:2, and C18:3 as dominant fatty acids, commonly found in biodiesel. Therefore, based on the findings, it can be inferred that Nymphaea holds the potential to serve as a viable feedstock for biofuel production. However, delving further into the techno-economic and lifecycle analysis of these methods will play a pivotal role in facilitating the advancement of large-scale production."
Effect of Zr micro-alloying on microstructure refinement and mechanical property of CoCrNi medium-entropy alloy processed by high-pressure torsion and subsequent annealing,"Medium-entropy alloys (MEAs) have recently emerged as potential replacements for traditional alloys in high-performance applications. Among the various MEAs developed, equi-atomic CoCrNi MEA stands out for its excellent mechanical performance. Nevertheless, the yield strength of this MEA having a single-phase FCC structure is not exceptionally high. This study suggests a novel approach to strengthen the MEA by adding a small quantity of Zirconium (0.2 at.%). A (CoCrNi)99.8Zr0.2 MEA was cast and homogenized, alongside a CoCrNi MEA for comparison purposes. The alloys underwent high-pressure torsion followed by annealing in a temperature range of 700–1100 °C. In the Zr-doped MEA, annealing resulted in the recrystallization within the FCC matrix, accompanied by the precipitation of finely dispersed particles (Ni7Zr2). The concurrent precipitation hindered the grain growth, maintaining refined grain sizes (0.17 – 4 µm) over a wide range of temperatures. In contrast, the grain size in the Zr-free counterpart increased rapidly above 10 µm at elevated temperatures. The Zr doping substantially increased the yield strength with a minor negative impact on the ductility. The strength enhancement was due to grain refinement, precipitation, and dislocation locking caused by the Zr segregation at dislocation sites. These phenomena and their impacts on the Hall–Petch relationship were investigated and discussed. This study proves micro-alloying as a promising strategy for strengthening MEAs, making these alloys superior to their traditional counterparts."
A machine learning model to predict therapeutic inertia in type 2 diabetes using electronic health record data,"To estimate the therapeutic inertia prevalence for patients with type 2 diabetes, develop and validate a machine learning model predicting therapeutic inertia, and determine the added predictive value of area-level social determinants of health (SDOH)."
A Higher-Order Spectral Problem and Associated Matrix Integrable Hierarchies,"Based on a special Lie subalgebra of the general linear algebra, a higher-order matrix spectral problem is proposed. An associated matrix integrable hierarchy, each of which consists of four submatrix equations, is constructed from the associated zero curvature equations. The corresponding Hamiltonian formulation is furnished by utilizing the trace identity, and two integrable reductions over the real and complex fields are presented by means of similarity transformations."
Geodesic vectors and flat totally geodesic subalgebras of six-dimensional filiform metric Lie algebras,A nilpotent Lie algebra \(\mathfrak {n}\) equipped with an Euclidean inner product is called nilpotent metric Lie algebra. In this paper we describe the sets of the geodesic vectors and the flat totally geodesic subalgebras of the six-dimensional filiform metric Lie algebras. In this class with the exception of the metric Lie algebras corresponding to the standard filiform Lie algebra the flat totally geodesic subalgebras of every metric Lie algebra have dimension at most two.
Feedback Stabilization of a Two-Fluid Surface Tension System Modeling the Motion of a Soap Bubble at Low Reynolds Number: The Two-Dimensional Case,"The aim of this paper is to design a feedback operator for stabilizing in infinite time horizon a system modeling the interactions between a viscous incompressible fluid and the deformation of a soap bubble. The latter is represented by an interface separating a bounded domain of \(\mathbb {R}^2\) into two connected parts filled with viscous incompressible fluids. The interface is a smooth perturbation of the 1-sphere, and the surrounding fluids satisfy the incompressible Stokes equations in time-dependent domains. The mean curvature of the surface defines a surface tension force which induces a jump of the normal trace of the Cauchy stress tensor. The response of the fluids is a velocity trace on the interface, governing the time evolution of the latter, via the equality of velocities. The data are assumed to be sufficiently small, in particular the initial perturbation, that is the initial shape of the soap bubble is close enough to a circle. The control function is a surface tension type force on the interface. We design it as the sum of two feedback operators: one is explicit, the second one is finite-dimensional. They enable us to define a control operator that stabilizes locally the soap bubble to a circle with an arbitrary exponential decay rate, up to translations, and up to non-contact with the outer boundary."
On additional symmetry and bilinearization of the q-Painlevé systems associated with the affine Weyl group of type A,"We present a description of the additional symmetry of the discrete dynamical systems proposed by Kajiwara–Noumi–Yamada, which originally possess an extended affine Weyl group symmetry \(\widetilde{W}(A_{m-1}^{(1)})\times \widetilde{W}(A_{n-1}^{(1)})\). We also propose a formulation of the systems in terms of the so-called \(\tau \)-variables."
"Digitalisierung im Gesundheitswesen: Hoher Aufwand, aber was ist der konkrete Nutzen für den Patienten?",
Jenseits des Durchschnitts,"Hugo — treue QUALITAS-Leserinnen und erfahrene Leser erinnern sich vielleicht an ihn, also der Hugo mit dem „ü“, weil er aus Lyon stammt, schlenderte allein durch die in diesem Jahr wieder nicht verschneiten Straßen seiner Stadt. Und es war wieder der Erste Advent."
Novel energy recovery from an integrated municipal solid waste and leachate treatment system,"Population growth, waste generation, and massive waste mismanagement have led to environmental catastrophe. Management of municipal solid waste (MSW) requires an efficient and sustainable integrated system. The integrated thermal processing of MSW is one of the best waste management techniques. In this study, energy analysis of MSW is carried out based on the material and energy balance of 2000 kg wet MSW, which contains 50% leachate. Once the leachate is removed, the dry MSW is sent for carbon content enhancement in carbonization to produce MSW-based char. Thereafter, the combustion of MSW-based char provided high heat and syngas to be used in a hydrothermal process for MSW leachate treatment. The result shows that the char fuel of MSW produces a sufficient amount of energy, 13501.29 MJ (84.55%), in the form of synthetic gas by-product, which has a big potential as an energy source. The novelty of the proposed integrated thermal system is to produce 84.55% synthetic gas by-product, which is used for electricity production, cooking, food, and heat energy for industrial purposes. The proposed applications of this paper offer insightful information for policymaking regarding novel MSW techniques, which are economical, energy-efficient, and environmentally friendly. Thus, it increases the effectiveness of MSW utilization."
Response of vertical and batter piles under combined lateral and vertical loading conditions in sandy soil,"Pile foundation undergoes combination of lateral and vertical loads in various onshore and offshore structures. These loads are generally analyzed individually without considering the effect of combination of loads. The research work that includes experimental as well as numerical modeling on vertical and batter piles under the combined loading condition is rather scarce and inconclusive. The present research focused on understanding the behavior of vertical and batter piles under the effect of both lateral and vertical loads individually and in combination as well. Keeping in view all the conditions, piles, and testing chamber were modeled. The piles having varying slenderness ratios and different batter angles were considered for the study. Further, the model test results were simulated using the software PLAXIS-3D. The results show that the vertical load capacity is higher than the lateral load capacity of the pile. Under combined loading conditions where lateral loads are predominant, the load carrying capacity of the pile was found lesser than the individual vertical loading condition. However, it increases with the increase of vertical loads which tends to make the sand dense surrounding the pile. Vertical and batter piles under each loading condition shows unique trend of bending moment. The simulation of the numerical test results and model test results display a good match."
"Phenolation, amination and cross-linking of lignin: synthesis and characterization of functionalized lignin","Lignin is an inexpensive bio-adsorbent and has many applications in the adsorption of heavy metals. The structure and size of the lignin molecular chain affect its properties. Introducing of amino functional groups to the structure of lignin can improve its physical and chemical properties and increase its reactivity and adsorption power. Lignin cross-linking also improves its performance and adsorption characteristics. In the first step, lignin as a black liquor was extracted and purified from the waste of the wood factory. The lignin was then reacted with phenol to obtain lignophenol. The obtained lignophenol was then aminated via reacting with the ethylene diamine. Finally, in order to increase the strength of the adsorbent structure and prevent the dissolution of the adsorbent at low pHs (suitable for adsorption), 37% aqueous formaldehyde was added to the aminated lignin, from which aminated and cross-linked lignophenol was then obtained. Different types of lignins including lignin, lignophenol and amine-functionalized (branched or cross-linked) lignophenol were well synthesized and identified. The results of FT-IR spectrum showed that the amine functional groups were well attached to the lignophenol branches and the lignophenol was converted to the amino-containing lignophenol. Also, the results of acid–base titration and 11HNMR show that phenol was successfully bonded onto the lignin and amine functional groups were observed in lignin structure. The results of acid–base titration, elemental analysis and zeta potential tests also confirmed amination of lignophenol."
QFS-RPL: mobility and energy aware multi path routing protocol for the internet of mobile things data transfer infrastructures,"The Internet of Things (IoT) is a network of various interconnected objects capable of collecting and exchanging data without human interaction. These objects have limited processing power, storage space, memory, bandwidth and energy. Therefore, due to these limitations, data transmission and routing are challenging issues where data collection and analysis methods are essential. The Routing Protocol for Low-power and Lossy Networks (RPL) is one of the best alternatives to ensure routing in LoWPAN6 networks. However, RPL lacks scalability and basically designed for non-dynamic devices. Another drawback of the RPL protocol is the lack of load balancing support, leading to unfair distribution of traffic in the network that may decrease network efficiency. This study proposes a novel RPL-based routing protocol, QFS-RPL, using Q-learning algorithm policy and ideation from the Fisheye State Routing protocol. We have developed an algorithm for ease of data transfer in the IoT, which provides better performance than existing protocols, especially when dealing with a mobile network. To evaluate the performance of the proposed method, the Contiki operating system and Cooja simulator have been used in scenarios with mobile and stationary nodes and random network topologies. The results have been compared with RPL and mRPL. We have developed an algorithm for ease of data transfer in the IoT, which provides better performance than existing protocols, especially when dealing with a mobile network. The simulation outputs revealed that our scheme performs more efficiently in load balancing, number of table entries, Packet Delivery Ratio (PDR), End-to-End (E2E) latency, network throughput, convergence speed, control packet overhead and Remaining Useful Lifetime in designed scenarios compared to other methods. Moreover, the simulation results show an out-performance of rival schemes in terms of remaining energy and network lifetime."
A novel catalyst-free method for the synthesis of mono-N-substituted thioureas in water,Mono substituted thioureas are valuable chemical building blocks for the synthesis of pharmaceutically relevant molecules in both academia and the industry. We report here a catalyst-free preparation of mono substituted thioureas under very mild reaction condition. Condensation reactions of amines with carbon disulfide in ammonia solution gave mono substituted thioureas in good to excellent yield under catalyst-free condition.
Molecular characterization and antibiotic resistance of Staphylococcus aureus strains isolated from patients with diarrhea in Korea between the years 2007 and 2022,"To investigate the molecular characteristics and antibiotic resistance of Staphylococcus aureus isolates from patients with diarrhea in Korea, 327 S. aureus strains were collected between 2007 and 2022. The presence of staphylococcal enterotoxin (SE) and toxic shock syndrome toxin-1 (TSST-1) genes in S. aureus isolates was determined by PCR. The highest expression of the TSST-1 gene was found in the GIMNO type (43.1% of GIMNO type). GIMNO type (Type I) refers to each staphylococcal enterotoxin (SE) gene gene (initials of genes): G = seg; I = sei; M = selm; N = seln; O = selo. Moreover, Type I isolates showed a significantly higher resistance to most antibiotics. A total of 195 GIMNO-type S. aureus strains were analyzed using multilocus sequence typing (MLST), and 18 unique sequence types (STs) were identified. The most frequent sequence type was ST72 (36.9%), followed by ST5 (22.1%) and ST30 (16.9%). Interestingly, ST72 strains showed a higher prevalence of MRSA than the other STs. In conclusion, our results were the first reported for S. aureus strains in Korea, which significantly expanded S. aureus genotype information for the surveillance of pathogenic S. aureus and may provide important epidemiological information to resolve several infectious diseases caused by S. aureus."
Clinical significance of antinuclear antibody as prognostic marker for first-line pembrolizumab in advanced non-small cell lung cancer,"The relationship between antinuclear antibody (ANA) and the efficacy of programmed death-1 (PD-1) blockade remains controversial. Here, we investigated the prognostic significance of ANA titer in patients with non-small cell lung cancer (NSCLC) receiving pembrolizumab monotherapy as the first-line treatment, compared with that of platinum-based chemotherapy with PD-1 blockade."
