title,abstract
The Influence of Mono-Rhamnolipid Produced by Pseudomonas Guguanensis on Seed Germination and Growth in the Presence of Crude Oil,"With growing environmental concern, interest in the research and development of environmentally friendly substances has only increased. Microbial surfactants are nontoxic and biodegradable bioproducts that provide sustainable solutions in agricultural applications due to their many benefits over synthetic counterparts. Their utilization necessitates substantial research into their impact on plant development. The present study aimed to assess the effect of mono-rhamnolipid produced by Pseudomonas guguanensis strain Iraqi ZG. K. M on seed germination of red cowpea (Vigna unguiculata) and wheat (Triticum aestivum L.) under in-vitro conditions, and then evaluate its effect on seed germination and growth of both plant species in the presence of a lethal concentration (3%) of crude oil. Different concentrations of mono-rhamnolipid ranging from 0.25 to 1.00 g/l were evaluated, with distilled water acting as a control. The study found that applying 0.25 g/l of mono-rhamnolipid to seeds before germination could significantly stimulate, accelerate, and improve their germination and growth, with similar effects when in the presence of 3% crude oil. Thus, this biological molecule demonstrated a promising result in bioremediating crude oil, thereby promoting seed germination and plant growth."
Investigation Study of Impact-Absorbed Energy and Flexural Strength of Multi-layer Composite Materials,"To investigate and measure the energy absorption processes in prospective automobile applications of composite materials, test procedures for progressive crush testing on composite plate specimens were developed. Some liquid hardening materials for the recipe include Sikadur-52 LP epoxy. Three types of fabrics were used with different arrangements of layers: Kevlar with three layers of epoxy, carbon fiber with three layers of epoxy, and fiberglass with random glass in three layers with epoxy. Multi-layer composites offer several benefits over conventional laminated materials, including good resistance attributes and economical processing. Kevlar and carbon fibers can absorb more energy, thereby permitting a body to penetrate the object. A three-layer arrangement of carbon fiber, Kevlar, and fiberglass absorbs more energy in impact tests and exhibits high flexural strength. Arrange 5 represents the layer’s arrangement (GF/KF/CF), which absorbs more energy than other samples due to high impact strength (208.10 kJ/m2). Conversely, arrange 4 (CF, KF, GF) absorbs the least energy (75.35 kJ/m2). Additionally, the former exhibits high flexural strength (0.9 kN), while the latter has the lowest (0.42 kN). The current arrangements may be considered the best, especially when exposed to various loads in engineering applications."
Ecology and Biodiversity of Epiphytic Algae (Non-diatoms) on Typha Domingensis Pers. In the Upper Euphrates River Between Haditha Dam and Al Baghdadi in Western Iraq,"This research aimed to determine the qualitative and quantitative characteristics of epiphytic non-diatom cells attached to the Typha domingensis plant and their connection to the water quality of the upper Euphrates river. The physical and chemical characteristics of the river water were examined. The water was found to be warm, slightly alkaline, firm, moderately turbid, and well ventilated, and the concentration of calcium was higher than the concentration of magnesium. The concentrations of chloride, sodium, potassium, nitrate, and phosphate did not exceed local and international permitted limits. A total of 112 epiphytic non-diatom species were found on the Typha domingensis plant, with Chlorophyceae (72 species, 65%) dominating the Cyanophyceae (36 species, 32%) and 3 species (3%) being isolated. The study showed a discrepancy in the quality and density of algae cells between the sites studied, with the highest total number of 1091 cells per 103/gm at site 1 (Haditha Dam) and the lowest total number of 600 cells per 103/gm at the rest of the sites. A range of biodiversity indices were applied, including the Shannon Diversity Index, richness index, evenness index, and the Jaccard index. These described the waters of the upper Euphrates river as having less to medium biodiversity and being moderately polluted with homogenization in the distribution of non-diatoms species adhesive to the Typha domingensis plant. According to the results, the nature and geography of the study sites affected the quality of the river water and the density of the epiphytic non-diatoms attached to the host plant."
"Determining Radon Gas Concentrations in Tobacco Varieties Sold in the Regional Market, Iraq","This study attempted to determine radon gas concentrations in several tobacco varieties. Twenty-three different brands of cigarette tobacco were gathered from various businesses located in local marketplaces using the nuclear track detector LR-115 type II procedures. An LR-115 type II sensor was etched with NaOH solution at 60 °C for 1 h at the end of the exposure duration. The tracks of alpha particles were counted using a light microscope with magnification. Concentrations of radon ranged from 0.913 to 514.637 Bq/m3, with a mean value of 184.929 Bq/m3. The maximum value was found in the sample from UAE (T21), while the minimum value was found in that from Egypt (T16). The findings of this study indicate that high concentrations of radon gas in cigarettes pose a substantial risk to human health, including the risk of lung cancer, and, as a consequence, may increase the number of fatalities caused by high radon doses. In all tobacco cigarette brands, a high relationship was observed between radon concentrations and lung cancer per million people annually."
"Modeling and Analysis of Land Surface Temperature Variations in Basrah Governorate, Iraq, Using Remote Sensing Data and Geomatics Techniques","This study was conducted within the administrative boundaries of Basrah Governorate, Iraq, covering a total area of approximately 354.450 km2 from the southern borders of Al-Haritha District to the northern borders of Al-Qurnah District along the Shatt al-Arab River and its surrounding areas. The field data on daily temperature values were collected from the Al-Qurnah meteorological station. Surface temperature values in the study area were calculated and modeled by deriving thermal energy values from the 10th spectral band (Band 10) of Landsat-8 satellite imagery using the thermal energy balance algorithm. The study’s results showed a strong correlation between the temperature values obtained from the meteorological station and the values calculated from remote sensing data using the thermal energy balance algorithm, with the correlation coefficients ranging from 0.950 to 0.982. Furthermore, there was a noticeable temporal variation in surface temperature values in the months of January and July for the years 2018–2022. Generally, the highest temperature values were recorded in July, while the lowest values were recorded in January for all the study years. The results also demonstrated a clear spatial variation in temperature values according to the location of each category. The values generally decreased in areas close to the Shatt al-Arab River and in regions with higher soil moisture content and good vegetation cover. In contrast, they increased in arid and urban areas."
"Levels of Heavy Metals in Wastewater Inlets in the Cites of Heet, Rammadi, and Fallujah in Iraq","The research aimed to assess the concentration of Cd, Co, Cr, Ni, Pb, and Zn in wastewater in three cities in the Anbar governorate (Heet, Ramadi, and Fallujah) in Iraq. The water samples were collected from four wastewater inlets in these cities in June 2023, and the concentration of Cd, Co, Cr, Ni, Pb, and Zn in them were measured using the atomic absorption spectrophotometer. The obtained results showed that measured metal concentration means take the following descending order: Cr > Co > Pb > Ni > Cd > . This means that the concentration of all the heavy metals (except Zn) in the wastewater in the study area exceeds Iraqi and United States Environmental Protection Agency standards. A correlation matrix analysis showed a significant positive correlation between Pb and Zn (p < 0.05). This correlation is interpreted in the context of a common source or origin. The study found that the concentration of Cd, Co, Cr, and Ni decreased in the wastewater at the inlet in Fallujah. The concentration of Pb and Zn. The spatial distribution showed a similar pattern for the concentration of Pb and Zn, and this may reflect the same sources that release them. This study recommends that, for environmental sustainability, plants be established for treating wastewater before its release into the Euphrates River."
Evaluation of Heavy Metal Pollution in Sariyah River by Using (HPI) and (MI) Indices,"The current study aimed to assess the water quality of Sariyah River and its contamination with some metals, and assess the possibility of using it for drinking purpose. This study was conducted by using two indices to evaluate the quality of water pollution with a number of heavy metals, which including: Metal Index (MI) and Heavy Metal Pollution Index (HPI). Five sampling sites were selected during the winter and the summer seasons along the Sariyah River, from the beginning of the pumping station (Jalali) to the end of the river in Buhriz District. Five heavy metals were analysed by using Atomic Absorption Spectrometer, the metals including: cadmium (Cd), lead (Pb), copper (Cu), zinc (Zn), and boron (B). The results shown that the average values of (HPI) index were (559.80) and (770.36) for the winter and summer seasons, respectively. This indicates that water of Sariyah River is seriously polluted by the examined heavy metals and cannot be used for domestic purpose without treatment. The mean values of the (MI) index were (22.58) and (27.27) for the winter and summer seasons, respectively; and were classified under the seriously affected category (>6) which also indicates that this water cannot be used for drinking purposes. This paper also revealed the effects of human-made sources on the water quality of the studied river."
Theoretical Foundations and Country Experience for Mixed Land Use,"Mixed-use has become a prominent land-use concept in modern urban planning and design due to the urban planning practices that emerged after World War II. These practices involved segregating different land uses, resulting in many urban challenges, including but not limited to urban sprawl, inefficient land utilization, traffic congestion, and environmental pollution. This study aims to elucidate the notion of mixed land use, tracing its historical origins and fundamental theoretical underpinnings. Additionally, it examines notable international instances where the principles of mixed land use have been implemented and evaluates their influence on cities’ urban development. The primary issue encountered in this research pertains to the need to analyze the concept of mixed-use and its significance in advancing metropolitan regions. The research posits that mixed-use areas are influential in cities’ fostering urban, economic, and social development inside the city. Consequently, this study aims to develop a theoretical framework based on mixed-use and its importance. The research is categorized into two axes to achieve its objective, where the second axis focuses on the critical cities that implemented the mixed-use principle and examined the efficacy of the approach in urban development. The study focuses on mixed use of land to achieve sustainability in cities. The concept of mixed-use was clarified as the principle that includes the different uses in one area, as the history of the emergence of this concept explained its importance to the city, residents, and investors, as well as in achieving the principles of sustainability."
Reporting the Progression of Laminar Single-Phase Flow in a Double-Pipe Heat Exchanger via a Horizontal Tube,"Overcoming challenges in the context of smooth surfaces when employing forced convection with horizontally oriented circular tubes is complex, and this is because very low heat fluxes are required to counteract buoyancy effects and prevent an increase in. Past research mainly focused on the heat transfer coefficient in laminar regions of convection and paid minimal attention to forced convection in these systems. This research aimed to investigate the attributes of heat transfer coefficients in certain forced convection circumstances. Smooth, circular test sections with a diameter of 0.01 m and a length of two meters, featuring both inlet and outlet flows, were employed for this purpose. R-113 was used as the working fluid, with an inlet temperature of 22 °C. The investigation yielded various findings, including Nusselt numbers ranging from 5.50 to 7.11, Reynolds numbers ranging from 948.42 to 2263.38, and heat inputs ranging from 25 to 150 W. The extent of the laminar flow zone, determined by analyzing the development of the laminar region, was assessed for all heat experiments."
Evaluation of the Diffusion Results of the Azolla Fodder Crop in Nineveh Governorate,"This research aimed to assess the evaluation of the diffusion results of the Azolla fodder crop in Nineveh Governate as well as the arrangement of the fields concerned with such evaluation: diffusion range capacity, agricultural land area (possession), economic return, sustainability, productivity (yield), cultivated fodder crops, and farmers’ satisfaction. It also aimed to identify the order degree of the evaluation's field items and the differences in the evaluation based on certain variables: level of education, importance of agricultural activity, type of workers on the farm, years practicing the agricultural work, and source of irrigation water. To achieve these aims, a validated area questionnaire was prepared and many books, publications and interviews with specialists were read. The research community consisted of 100% (70) of the Azolla farmers in Nineveh Governorate. The most significant results in the diffusion of the Azolla fodder crop to Azolla farmers were medium to large. The most significant conclusions were that all the research variables play a strong role in the assessment of the diffusion of the Azolla fodder crop to Azolla farmers in the Nineveh Governate."
