title,abstract
Neurophysiological markers of ADHD symptoms in typically-developing children,"Children with attention-deficit/hyperactivity disorder (ADHD) are characterized by symptoms of inattention, impulsivity, and hyperactivity. Neurophysiological correlates of ADHD include changes in the P3 component of event-related brain potentials (ERPs). Motivated by recent advances towards a more dimensional understanding of ADHD, we investigate whether ADHD-related ERP markers relate to continuous variations in attention and executive functioning also in typically-developing children. ERPs were measured while 31 school children (9–11 years) completed an adapted version of the Continuous Performance Task that additionally to inhibitory processes also isolates effects of physical stimulus salience. Children with higher levels of parent-reported ADHD symptoms did not differ in task performance, but exhibited smaller P3 amplitudes related to stimulus salience. Furthermore, ADHD symptoms were associated with the variability of neural responses over time: Children with higher levels of ADHD symptoms demonstrated lower variability in inhibition- and salience-related P3 amplitudes. No effects were observed for ERP latencies and the salience-related N2. By demonstrating that ADHD-associated neurophysiological mechanisms of inhibition and salience processing covary with attention and executive functioning in a children community sample, our study provides neurophysiological support for dimensional models of ADHD. Also, temporal variability in event-related potentials is highlighted as additional indicator of ADHD requiring further investigation."
Reliance on model-based and model-free control in obesity,"Consuming more energy than is expended may reflect a failure of control over eating behaviour in obesity. Behavioural control arises from a balance between two dissociable strategies of reinforcement learning: model-free and model-based. We hypothesized that weight status relates to an imbalance in reliance on model-based and model-free control, and that it may do so in a linear or quadratic manner. To test this, 90 healthy participants in a wide BMI range [normal-weight (n = 31), overweight (n = 29), obese (n = 30)] performed a sequential decision-making task. The primary analysis indicated that obese participants relied less on model-based control than overweight and normal-weight participants, with no difference between overweight and normal-weight participants. In line, secondary continuous analyses revealed a negative linear, but not quadratic, relationship between BMI and model-based control. Computational modelling of choice behaviour suggested that a mixture of both strategies was shifted towards less model-based control in obese participants. Our findings suggest that obesity may indeed be related to an imbalance in behavioural control as expressed in a phenotype of less model-based control potentially resulting from enhanced reliance on model-free computations."
The implication of the air quality pattern in South Korea after the COVID-19 outbreak,"By using multiple satellite measurements, the changes of the aerosol optical depth (AOD) and nitrogen dioxide (NO2) over South Korea were investigated from January to March 2020 to evaluate the COVID-19 effect on the regional air quality. The NO2 decrease in South Korea was found but not significant, which indicates the effects of spontaneous social distancing under the maintenance of ordinary life. The AODs in 2020 were normally high in January, but they became lower starting from February. Since the atmosphere over Eastern Asia was unusually stagnant in January and February 2020, the AOD decrease in February 2020 clearly reveals the positive effect of the COVID-19. Considering the insignificant NO2 decrease in South Korea and the relatively long lifetime of aerosols, the AOD decrease in South Korea may be more attributed to the improvement of the air quality in neighboring countries. In March, regional atmosphere became well mixed and ventilated over South Korea, contributing to large enhancement of air quality. While the social activity was reduced after the COVID-19 outbreak, the regional meteorology should be also examined significantly to avoid the biased evaluation of the social impact on the change of the regional air quality."
The Use of Fluorescently Labeled ARC1779 Aptamer for Assessing the Effect of H2O2 on von Willebrand Factor Exocytosis,"Here, we propose a new approach for quantitative estimation of von Willebrand factor (vWF) exposed on the surface of endothelial cells (ECs) using the ARC1779 aptamer that interacts with the vWF A1 domain. To visualize complex formation between vWF and the aptamer, the latter was conjugated with the Cy5 fluorescent label. Cultured human umbilical vein endothelial cells (HUVEC) were stained with the ARC1779-Cy5 conjugate and imaged with a fluorescence microscope. The images were analyzed with the CellProfiler software. vWF released from the Weibel–Palade bodies was observed as bright dot-like structures of round and irregular shape, the number of which increased several times after HUVEC exposure to histamine or thrombin. Staining with ARC1779-Cy5 also revealed long filamentous vWF structures on the surface of activated HUVEC. vWF secretion by ECs is activated by the second messengers cAMP and Ca2+. There is evidence that hydrogen peroxide also acts as a second messenger in ECs. In addition, exogenous H2O2 formed in leukocytes can enter ECs. The aim of our study was to determine the effect of H2O2 on the vWF exposure at the surface of HUVEC using the proposed method. It was shown that hydrogen peroxide at concentration 100 µM, which is lower than the cytotoxicity threshold of H2O2 for cultured HUVEC, increased several times the number of dot-like structures and total amount of vWF exposed on plasma membrane of HUVEC, which suggest that H2O2 acts as a mediator that activates exocytosis of Weibel–Palade bodies and vWF secretion in the vascular endothelium during inflammation and upon elevated generation of endogenous reactive oxygen species in ECs."
Molecular surveillance and temporal monitoring of malaria parasites in focal Vietnamese provinces,"While the World Health Organization (WHO) Southeast Asia region has the second highest incidence of malaria worldwide, malaria in Vietnam is focal to few provinces, where delayed parasite clearance to anti-malarial drugs is documented. This study aims to understand Plasmodium species distribution and the genetic diversity of msp1 and msp2 of parasite populations using molecular tools."
Eine innovative Karosseriefertigung für ein innovatives Produkt,
"""Im Mittelpunkt steht der Mensch""",
Effizient ans Ziel,
Ein neues Level der  User Experience  auf allen Plätzen,
Karosseriearchitektur verleiht Dynamik und Komfort,
Lichtprojektionen  für mehr Sicherheit,
Produktdatenmanagement über den gesamten Lebenszyklus,
Factory56 - Neue Montagehalle  für die nachhaltige Produktion,
Left hemispheric deficit in the sustained neuromagnetic response to periodic click trains in children with ASD,"Deficits in perception and production of vocal pitch are often observed in people with autism spectrum disorder (ASD), but the neural basis of these deficits is unknown. In magnetoencephalogram (MEG), spectrally complex periodic sounds trigger two continuous neural responses—the auditory steady state response (ASSR) and the sustained field (SF). It has been shown that the SF in neurotypical individuals is associated with low-level analysis of pitch in the ‘pitch processing center’ of the Heschl’s gyrus. Therefore, alternations in this auditory response may reflect atypical processing of vocal pitch. The SF, however, has never been studied in people with ASD."
The Evidential Conditional,"This paper outlines an account of conditionals, the evidential account, which rests on the idea that a conditional is true just in case its antecedent supports its consequent. As we will show, the evidential account exhibits some distinctive logical features that deserve careful consideration. On the one hand, it departs from the material reading of ‘if then’ exactly in the way we would like it to depart from that reading. On the other, it significantly differs from the non-material accounts which hinge on the Ramsey Test, advocated by Adams, Stalnaker, Lewis, and others."
Field-tuned magnetic structure and phase diagram of the honeycomb magnet YbCl3,"We report thermodynamic and neutron diffraction measurements on the magnetic ordering properties of the honeycomb lattice magnet YbCl3. We find YbCl3 exhibits a Néel type long-range magnetic order at the wavevector (0, 0, 0) below TN = 600 mK. This magnetic order is associated with a small sharp peak in heat capacity and most magnetic entropy release occurs above the magnetic ordering temperature. The magnetic moment lies in-plane, parallel to the monoclinic a-axis, whose magnitude mYb = 0.86(3) μB is considerably smaller than the expected fully ordered moment of 2.24 μB for the doublet crystal-field ground state. The magnetic ordering moment gradually increases with increasing magnetic field perpendicular to the ab-plane, reaching a maximum value of 1.6(2) μB at 4 T, before it is completely suppressed above ∼ 9 T. These results indicate the presence of strong quantum fluctuations in YbCl3."
Energy and economic analysis of a point-focus concentrating photovoltaic system when its installation site varies,"The concentrating photovoltaic (CPV) systems are a promising technology to obtain clean energy. However, these systems are not equally convenient worldwide due to different climatic conditions. The main aim of this paper is to analyze energy and economic performances of a point-focus CPV system for a residential user when its installation site varies. Three locations, Riyadh, Copenhagen, and Palermo, characterized by very different weather conditions are chosen. A model that links the electrical power of a triple-junction (TJ) cell with its temperature and concentrated radiation incident on it is experimentally developed to evaluate the energy performance of the CPV system. A comparison of the three localities for typical winter and summer sunny days indicates that the higher values of the TJ cell temperature are reached in summer, over 70°C at Riyadh, and its electrical power is reduced compared to a winter day. In winter, a TJ cell in Riyadh supplies an electric power of about 20% higher than that in other two cities, while in summer, the maximum power is observed at Copenhagen. On the contrary, the electrical producibility also depends on the sunlight daily hours number during the year. Hence, considering the real distribution of direct normal irradiance (DNI) and the environmental temperature for each locality, a CPV system composed of modules of 90 cells adopted for a residential user is sized. The electric producibility of the CPV system, by varying its module number, is evaluated for different localities together with the optimal number of the modules which is able to maximize the investment profitability."
Comparison of Crude Population-Level Indicators of Opioid Use and Related Harm in New Zealand and Ontario (Canada),"North America and select other Commonwealth jurisdictions have been experiencing unprecedented opioid epidemics characterized by excessive and persistently high levels of opioid misuse, morbidity and mortality, and related disease burden. Recent discussions have considered whether New Zealand might undergo or needs to expect a similar ‘opioid crisis’. Towards further informing these considerations, we examine and compare essential, publicly available indicators of opioid utilization and harms (mortality) from New Zealand and the Canadian province of Ontario, due to the fact that both operate public health care systems in similar socio-cultural settings. We find that the two jurisdictions have featured vastly different population levels of opioid exposure, opioid consumption patterns (e.g., high-dose/long-term/high-risk prescribing) known as key predictors of adverse outcomes, and levels of opioid mortality as evidenced by concrete epidemiological indicators and data. Specifically for opioid-related death rates, these were already approximately threefold higher in Ontario compared to New Zealand based on most recent comparison data (e.g., 2012); these differentials have likely further grown more recently given major and distinct changes in population-level opioid exposure and risks, and subsequent opioid-related deaths since then in Ontario. Based on the present data and related evidence, New Zealand does not seem to need to anticipate an opioid mortality epidemic similar to that experienced in North America; however, it would be of interest to establish more comprehensive and timely surveillance of key system-level indicators of opioid use and harms as are standard in North America. As such, this inter-jurisdictional comparison makes for a case study in starkly contrasting scenarios of opioid use and harms, the drivers behind which deserve further systematic examination."
Mkhitar Djrbashian and His Contribution to Fractional Calculus,"This survey paper is devoted to the description of the results by M.M. Djrbashian related to the modern theory of Fractional Calculus. M.M. Djrbashian (1918-1994) is a well-known expert in complex analysis, harmonic analysis and approximation theory. Anyway, his contributions to fractional calculus, to boundary value problems for fractional order operators, to the investigation of properties of the Queen function of Fractional Calculus (the Mittag-Leffler function), to integral transforms’ theory has to be understood on a better level. Unfortunately, most of his works are not enough popular as in that time were published in Russian. The aim of this survey is to fill in the gap in the clear recognition of M.M. Djrbashian’s results in these areas."
Comparison of Crude Population-Level Indicators of Opioid Use and Related Harm in New Zealand and Ontario (Canada),"North America and select other Commonwealth jurisdictions have been experiencing unprecedented opioid epidemics characterized by excessive and persistently high levels of opioid misuse, morbidity and mortality, and related disease burden. Recent discussions have considered whether New Zealand might undergo or needs to expect a similar ‘opioid crisis’. Towards further informing these considerations, we examine and compare essential, publicly available indicators of opioid utilization and harms (mortality) from New Zealand and the Canadian province of Ontario, due to the fact that both operate public health care systems in similar socio-cultural settings. We find that the two jurisdictions have featured vastly different population levels of opioid exposure, opioid consumption patterns (e.g., high-dose/long-term/high-risk prescribing) known as key predictors of adverse outcomes, and levels of opioid mortality as evidenced by concrete epidemiological indicators and data. Specifically for opioid-related death rates, these were already approximately threefold higher in Ontario compared to New Zealand based on most recent comparison data (e.g., 2012); these differentials have likely further grown more recently given major and distinct changes in population-level opioid exposure and risks, and subsequent opioid-related deaths since then in Ontario. Based on the present data and related evidence, New Zealand does not seem to need to anticipate an opioid mortality epidemic similar to that experienced in North America; however, it would be of interest to establish more comprehensive and timely surveillance of key system-level indicators of opioid use and harms as are standard in North America. As such, this inter-jurisdictional comparison makes for a case study in starkly contrasting scenarios of opioid use and harms, the drivers behind which deserve further systematic examination."
Critically Charged Superfluid 4He Surface in Inhomogeneous Electric Fields,"We have studied the spatial distribution of charges trapped at the surface of superfluid helium in the inhomogeneous electric field of a metallic tip close to the liquid surface. The electrostatic pressure of the charges generates a deformation of the liquid surface, leading to a “hillock” (called “Taylor cone”) or “dimple”, depending on whether the tip is placed above or below the surface. We use finite element simulations for calculating the surface profile and the corresponding charge density in the vicinity of the tip. Typical electric fields E are in the range of a few kV/cm, the maximum equilibrium surface deformations have a height on the order of (but somewhat smaller than) the capillary length of liquid 4He (0.5 mm), and the maximum number density of elementary charges in a hillock or dimple, limited by an electrohydrodynamic instability, is some 1013 m−2. These results can be used to determine the charge density at a liquid helium surface from the measured surface profile. They also imply that inhomogeneous electric fields at a bulk helium surface do not allow one to increase the electron density substantially beyond the limit for a homogeneous field, and are therefore not feasible for reaching a density regime where surface state electrons are expected to show deviations from the classical behavior. Some alternative solutions are discussed."
The Evidential Conditional,"This paper outlines an account of conditionals, the evidential account, which rests on the idea that a conditional is true just in case its antecedent supports its consequent. As we will show, the evidential account exhibits some distinctive logical features that deserve careful consideration. On the one hand, it departs from the material reading of ‘if then’ exactly in the way we would like it to depart from that reading. On the other, it significantly differs from the non-material accounts which hinge on the Ramsey Test, advocated by Adams, Stalnaker, Lewis, and others."
Field-tuned magnetic structure and phase diagram of the honeycomb magnet YbCl3,"We report thermodynamic and neutron diffraction measurements on the magnetic ordering properties of the honeycomb lattice magnet YbCl3. We find YbCl3 exhibits a Néel type long-range magnetic order at the wavevector (0, 0, 0) below TN = 600 mK. This magnetic order is associated with a small sharp peak in heat capacity and most magnetic entropy release occurs above the magnetic ordering temperature. The magnetic moment lies in-plane, parallel to the monoclinic a-axis, whose magnitude mYb = 0.86(3) μB is considerably smaller than the expected fully ordered moment of 2.24 μB for the doublet crystal-field ground state. The magnetic ordering moment gradually increases with increasing magnetic field perpendicular to the ab-plane, reaching a maximum value of 1.6(2) μB at 4 T, before it is completely suppressed above ∼ 9 T. These results indicate the presence of strong quantum fluctuations in YbCl3."
Deposition distribution of the new coronavirus (SARS-CoV-2) in the human airways upon exposure to cough-generated droplets and aerosol particles,"The new coronavirus disease 2019 (COVID-19) has been emerged as a rapidly spreading pandemic. The disease is thought to spread mainly from person-to-person through respiratory droplets produced when an infected person coughs, sneezes, or talks. The pathogen of COVID-19 is the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). It infects the cells binding to the angiotensin-converting enzyme 2 receptor (ACE2) which is expressed by cells throughout the airways as targets for cellular entry. Although the majority of persons infected with SARS-CoV-2 experience symptoms of mild upper respiratory tract infection, in some people infections of the acinar airways result in severe, potentially fatal pneumonia. However, the induction of COVID-19 pneumonia requires that SARS-CoV-2 reaches the acinar airways. While huge efforts have been made to understand the spread of the disease as well as the pathogenesis following cellular entry, much less attention is paid to how SARS-CoV-2 from the environment reach the receptors of the target cells. The aim of the present study is to characterize the deposition distribution of SARS-CoV-2 in the airways upon exposure to cough-generated droplets and aerosol particles. For this purpose, the Stochastic Lung Deposition Model has been applied. Particle size distribution, breathing parameters supposing normal breathing through the nose, and viral loads were taken from the literature. We found that the probability of direct infection of the acinar airways due to inhalation of particles emitted by a bystander cough is very low. As the number of viruses deposited in the extrathoracic airways is about 7 times higher than in the acinar airways, we concluded that in most cases COVID-19 pneumonia must be preceded by SARS-CoV-2 infection of the upper airways. Our results suggest that without the enhancement of viral load in the upper airways, COVID-19 would be much less dangerous. The period between the onset of initial symptoms and the potential clinical deterioration could provide an opportunity for prevention of pneumonia by blocking or significantly reducing the transport of viruses towards the acinar airways. Therefore, even non-specific treatment forms like disinfection of the throat and nasal and oral mucosa may effectively keep the viral load of the upper airways low enough to avoid or prolong the progression of the disease. In addition, using a tissue or cloth in order to absorb droplets and aerosol particles emitted by own coughs of infected patients before re-inhalation is highly recommended even if they are alone in quarantine."
TW-SIR: time-window based SIR for COVID-19 forecasts,"Since the outbreak of COVID-19, many COVID-19 research studies have proposed different models for predicting the trend of COVID-19. Among them, the prediction model based on mathematical epidemiology (SIR) is the most widely used, but most of these models are adapted in special situations based on various assumptions. In this study, a general adapted time-window based SIR prediction model is proposed, which is characterized by introducing a time window mechanism for dynamic data analysis and using machine learning method predicts the basic reproduction number and the exponential growth rate of the epidemic. We analyzed COVID-19 data from February to July 2020 in seven countries–––China, South Korea, Italy, Spain, Brazil, Germany and France, and the numerical results showed that the framework can effectively measure the real-time changes of the parameters during the epidemic, and error rate of predicting the number of COVID-19 infections in a single day is within 5%."
The transbasal approach to the anterior skull base: surgical outcome of a single-centre case series,"A variety of sinonasal tumours, meningiomas or other lesions of the anterior skull base involve the paranasal sinuses and the periorbital area. The transbasal approach (TBA) has turned out to be a feasible technique to reach those lesions. A retrospective review at a neurosurgical university department between November 2007 and January 2020 with adult patients who underwent resection of oncologic pathologies through TBA. Surgical technique, extent of resection (EOR), clinical outcome and postoperative complications were analysed. 18 TBAs between November 2007 and January 2020 were performed. Median age was 62 (range 25–83), 7 female and 11 male patients. Gross total resection rate was 85.8% throughout all entities. Four (22.2%) patients suffered from WHO°I meningiomas and 14 (77.7%) from other extra-axial lesions. Preoperative Karnofsky Performance Status Scale (KPSS) was 80% (range 40–90), postoperative KPSS 80% (range 20–100). Rate of postoperative complications requiring intervention was 16.7%. Median follow-up was 9.8 (range 1.2–71.8) months. Modifications and extensions of the classic TBA are not mandatory. Complete resection can be performed under functional and cosmetic-preserving aspects. Second-step procedures such as transnasal approaches may be performed to avoid high morbidity of more aggressive TBAs, if necessary. Surgical considerations should be kept simple and straightforward."
The serine protease HtrA plays a key role in heat-induced dispersal of pneumococcal biofilms,"Streptococcus pneumoniae (the pneumococcus) colonizes the human nasopharynx by forming multicellular biofilms. Due to the high level of asymptomatic carriage, transition to infections, such as otitis media, pneumonia, sepsis, and meningitis, occurs often enough that the pneumococcus remains a major cause of disease and death globally. Virus infection and virus-induced responses, such as increased temperature (fever), trigger release of virulent bacteria from colonizing biofilms. The exact mechanisms involved in pneumococcal egress during biofilm dispersal remain unknown, although we hypothesize that disruption of the biofilm matrix encasing the bacteria is necessary. Here, we utilized established in vitro biofilm dispersal models to investigate the involvement of proteases in bacterial egress from pneumococcal biofilms. We demonstrate the importance of protease activity, both through increased bacterial release following addition of proteases and reduced heat-induced biofilm dispersal in the presence of protease inhibitors. We identify a key role for the surface-exposed serine protease HtrA, but not PrtA, in heat-induced biofilm dispersal. Bacterial release from htrA-negative biofilms was significantly reduced compared to wild-type isogenic strains but was restored and increased above wild-type levels following addition of recombinant HtrA. Understanding the specific mechanisms involved in bacterial egress may provide novel targets for future strategies aimed to specifically interfere with disease progression without disturbing nasopharyngeal biofilm colonization."
Fecal short chain fatty acids in children living on farms and a link between valeric acid and protection from eczema,"Children growing up on farms have low rates of allergy, but the mechanism for this protective effect has not been fully elucidated. Short chain fatty acids (SCFAs) produced by the gut microbiota may play a role in protection from allergy. We measured fecal SCFA levels in samples collected from 28 farming and 37 control children over the first 3 years of life using gas chromatography. Data on diet and other host factors were recorded and allergy was diagnosed at 8 years of age. Among all children, median propionic and butyric acid concentration increased over the first 3 years, and longer SCFAs typically appeared by 1 year of age. Farm children had higher levels of iso-butyric, iso-valeric and valeric acid at 3 years of age than rural controls. In addition, children with elder siblings had higher levels of valeric acid at 3 years of age, and dietary factors also affected SCFA pattern. High levels of valeric acid at 3 years of age were associated with low rate of eczema at 8 years of age. The fecal SCFA pattern in farm children suggests a more rapid maturation of the gut microbiota. Valeric acid or associated microbes may have protective potential against eczema."
