title,abstract
Vibration control of smart TMD for retractable-roof spatial structure considering closed and open roof condition,"A retractable-roof system is frequently adapted to the spatial structure of stadiums and sports halls. The geometric shape and mass location are varied by opening or closing the roof, resulting in a change in the dynamic characteristics of the retractable-roof spatial structure. A passive tuned mass damper (TMD) shows good vibration control performance of the spatial structures when it is tuned properly. Because the closed or open roof condition of a retractable spatial structure causes off-tuning, multiple smart tuned mass dampers (STMD) were developed in this study to increase the control performance in the case of off-tuning. Initially, the dynamic characteristics variations of the opened or closed roof conditions were investigated using an example retractable spatial structure. The control performances of a passive TMD and smart TMD were evaluated under off-tuning conditions. For this purpose, artificial ground motion was generated based on the Korean Building Code (KBC) 2016. Multiple smart TMDs were comprised of magnetorheological (MR) dampers. A fuzzy logic control algorithm (FLC) was used to generate the command voltages sent to the MR dampers and the FLC was optimized by a multi-objective genetic algorithm. Numerical analyses showed that the smart TMD had better control performance than the passive TMD. In the case of the off-tuning condition, the difference in control performance between passive and smart TMDs increased."
Numerical and experimental investigation of composite steel shear wall with opening,"Shear walls are used in towers as lateral loading resistance. Composite steel shear wall (CSSW) because of high stiffness and deformability are widely used. This wall made of a thin steel plate with reinforced a concrete layer, which is attached to one or both sides of the steel plate. This system is similar to stiffened steel plate shear wall. The present experimental and numerical studies were focused on the effects of opening used as windows or doors in buildings on the CSSW behavior. Experimental studies results of one and three-story CSSWs with the scale of 1:3 are reported. In addition, the effects of opening size and location are insignificant on the composite steel shear walls behavior. Results showed that opening decrease CSSW strength. Opening at the sides and corners further reduces the resistance than Opening at the center."
Seismic performance evaluation of a structure retrofitted using steel slit dampers with shape memory alloy bars,"In this paper, a hybrid slit- shape memory alloy (SMA) energy dissipation device is devised by attaching a SMA bar to each face of a steel slit plate. An analysis model of a SMA bar with super elastic capability is developed using various link elements, and the accuracy of the analysis model is verified by comparing with finite element analysis results. The seismic performance of the hybrid slit damper is verified by incorporating them in seven-story steel structure. The nonlinear dynamic analysis results of the model structure subjected to seven earthquake ground motions show that the addition of SMA bars in slit damper results in significant reduction both in the maximum and the residual deformation compared to those of the structure installed with typical steel slit dampers."
A simplified numerical model for post-tensioned steel connections with bolted angles,"Post-tensioned (PT) self-centering beam–column connections has been developed for its good seismic performance. Many researchers have investigated its mechanical behavior by numerical or experimental method. Prior researches have indicated that the analysis by elaborate FE models is very time consuming. To overcome this disadvantage, a simplified numerical model was established in this paper. The accuracy of results derived by this model was validated against prior investigations on interior PT connections with top-and-seat angles. Influence of initial PT force on mechanical behavior of PT connection was investigated. The Geometric and material nonlinearities, and strands can be considered in the modeling. A planar steel frame structure was established and hysteretic analysis was conducted. Results indicated that the computational cost can be greatly reduced by this model."
Study on the influence of the initial deflection and load combination on the collapse behaviour of continuous stiffened panels,"Using the finite element analysis, a series stiffened panels under combined normal loads and biaxial compressions are conducted to investigate the effect of several influential factors on the ultimate limit states. Two spans/bays FE model with periodical boundary condition is adopted to consider the interaction between adjacent structural members. The initial deflections assumed as Fourier components including symmetric and asymmetric modes are used to identify the half-wave number of collapse of the local plate, which is compared with half-wave number of buckling calculated by formula. Based on the numerical results, the influences of half-wave number assumed in the equivalent initial imperfection and loads combination on the collapse behaviours of stiffened panels are discussed. It is found that lateral pressure might increase the ultimate strength of stiffened panels for the stiffener-induced failure modes. The one half-wave region of local plate influences significantly the load carrying capacity of stiffened panels."
An experimental study on bending performance of Hybrid forming composite beam,"The new shape of Hybrid forming beam is a beam that two Z-shaped side plates and bottom plate are connected by high-strength bolt. By adjusting the height of Z-shaped side plate, it can be designed for required resistance and by adjusting the thickness of bottom plate and applying high-strength steel to it, nominal bending moment can be increased. In addition, if concrete is filled inside of the beam during the slab concrete installation process, it becomes the Hybrid forming composite beam which usability and fire resistance are increased. This study suggests the new shape of the Hybrid forming composite beam that applied high-strength steel to the bottom plate and this study acquired the conclusion as the following by the bending test. First, if the existing evaluating formula which evaluates the resistance of the couple moment by the compressive resistance and tensile resistance is applied to evaluating bending resistance of the Hybrid forming composite beam, the ratio of maximum load for the nominal load is more than 1.2 times on average, matches well with the experiment result. Second, if the bending stiffness of the Hybrid forming composite beam is calculated as the effective bending stiffness based on concrete that subjected to compression and steel that subjected to tension, it confirmed to reflect the experimental result well."
Assessment of structural behavior of transmission line tower using strain gauging method,"Design of latticed steel transmission towers is a challenging task which involves lengthy modeling and detailing of significant amount of steel members and connections. After that full scale testing of towers validates the modeling and detailing and ensures that the towers are designed to withstand design loads without premature failures. In present work, a 132 kilovolt double circuit suspension tower has been considered for study. The tower was designed using Staad.pro software and the member forces were calculated at design loads. After design, the full scale testing of the tower was carried out. During testing, the strains in some of the critical members were measured using strain gauges. Using these strain values, the actual load in selected members are calculated. The paper provides the comparison between actual load in members during full scale testing and computed loads from software. The paper also discusses the possible reasons behind the difference between actual and computed loads. Loads on the tower at different points for different conditions are presented. The paper also provides a discussion about the possible reasons of premature failure of tower during full scale testing or at site and the remedial measures are presented to avoid the failure."
Retrofitting of Steel Moment-Resisting Frames under fire loading against progressive collapse,"Generally, fire has been one of the most important threats which can lead to the collapse of structures. Due to the high temperature caused by fire, material strength decrease significantly and finally, could lead to failure of different members of a structure. When some parts of the structure are damaged, frames without sufficient resistance and ductility can progressively collapse. In this study, the retrofitting effect of a Steel Moment-Resisting Frame (MRFs) with X and inverted-V braces are investigated using dynamic explicit analysis for frames which had previously suffer progressive collapse under fire. Simultaneously, different bracing systems and fire conditions have been used. Furthermore, the effect of stiffness and strength of bracing systems were numerically analyzed. Studies show that the unbraced moment-resisting frame (MRF) lacks an effective mechanism for transferring loads from failed parts to the neighboring parts and the frame completely collapse due to the catenary actions under fire loading in central span. Systems braced with hat truss, due to their distance from the heated columns, have limited capacity to prevent the pull-in of columns in the heated floor. However, they can directly re-distribute vertical loads which are shed by buckled columns to the neighboring columns. But, their performance in central span fire scenario seems relatively better than edge span fire scenario. On the other hand, vertical bracing systems have a good effect and with restraining the columns, it can prevent them from pull-in. Also, they are able to effectively prevent the global collapse process. Furthermore, the stronger vertical bracing system can decrease the vertical movement of the heated columns and thus, enhance the re-distribution capacity of the frame. Accordingly, with combination of hat truss bracing system and vertical bracing system, new paths can be generated for redistribution of the forces which are shed by failed columns in the frame. At the end, comparing between X bracing systems and inverted-V bracing systems indicates that the frames with inverted-V bracing systems show more ductility."
Reliability-based optimization of steel truss arch bridges,"A reliability-based optimization approach is developed and applied to minimize the weight of steel truss arch bridges subject to probabilistic (the overall probability failure of the structure) and deterministic (stress and deflection) constraints. The method intelligently integrates the genetic algorithm (GA), the finite element method and the first order reliability method. A real-coded/integer-coded method is used to realistically represent the values of the design variables. Three GA operators consisting of constraint aggregate selection procedure, arithmetic crossover, and non-uniform mutation are proposed. The finite element method (FEM) and the first order reliability method are used to compute the value of the probabilistic and deterministic constraint functions. A numerical example involving a detailed computational model of a long span steel arch bridge with a main span of 550 m is presented to demonstrate the applicability and merits of the present method. Finally, several important parameters in the present method are discussed."
Concept proposal and feasibility verification of the Annular Crossed Cable-Truss Structure,"A new concept for improving the robustness of pre-stressed spatial structures was introduced. The purpose of this concept is to avoid existing key elements by creating an alternative load path for every structural member. With this new concept, the Annular Crossed Cable-Truss Structure was proposed. How to defining the target geometry, force-finding, and designing connections for the Annular Crossed Cable-Truss Structure were illustrated by means of designing an experimental set-up. Feasibility of the structure, including self-weight, structural stiffness, and structural adaptability in asymmetric load arrangement, was discussed based on experimental results. The results show that the Annular Crossed Cable-Truss Structure can have a light self-weight, reasonable structural stiffness, and acceptable adaptability in asymmetric load arrangement. It is concluded that the Annular Crossed Cable-Truss Structure is a feasible pre-stressed spatial structure."
Numerical analysis on mechanical property of concrete filled steel tube reinforced concrete (CFSTRC) columns subjected to ISO-834 standard fire,"The present study established a numerical investigation on the behavior of concrete filled steel tube reinforced concrete (CFSTRC) columns subjected to fire. A finite element analysis (FEA) model was built to simulate the performance of CFSTRC columns under combined loading and fire. The FEA model was verified by the experimental results of CFSTRC columns subjected to fire. The comparison demonstrated an acceptable accuracy for the proposed FEA model. Afterwards, the FEA model was used to analyze the failure modes, the redistribution of internal force, the changes and development of the stress and strain, and the contact stress between the tube and concrete of CFSTRC columns subjected to fire. Influencing factors that may affect the bearing capacity of the CFSTRC columns subjected to fire were analyzed. The bearing capacity and stiffness of the CFSTRC columns gradually decreased in the fire; the parameters such as the fire duration time, sectional dimension, slenderness ratio, and sectional core area ratio significantly influenced the bearing capacity of the CFSTRC columns. Finally, a simplified calculating formula was proposed to calculate the influence factors of the bearing capacity of the CFSTRC columns subjected to ISO-834 standard fire. The formula-calculated results were well in agreement with the finite element analysis results, which provide a simple and feasible method for evaluating the fire-resistance design of these types of components in practical engineering."
Numerical analysis on structural behaviors of concrete filled steel tube reinforced concrete (CFSTRC) columns subjected to 3-side fire,"The structural behaviors of concrete filled steel tube reinforced concrete (CFSTRC) columns, which were exposed to a 3-side fire were discussed by using the non-linear finite element analysis (FEA) software ABAQUS. Details of the temperature distribution, fire resistance, failure modes, redistribution of internal force, contact stress between the steel tube and the concrete (both inside and outside of the steel tube), and the development of stress and strain within the CFSTRC columns subjected to a 3-side fire were revealed. The factors that may have affected the fire resistance of the CFSTRC columns exposed to three-side fire were analyzed. Based on the above research, the present study observed uniaxial symmetry on the cross-sectional thermal distribution of the CFSTRC, wherein a significantly lower temperature on the unexposed side was observed as compared to the exposed side. The two side verges of the surface, which were not exposed to fire, exhibited the lowest temperature. Following the end of the heating, the maximum temperature difference reached about 1065oC. The large temperature difference would bring non-uniform thermal stress and strain, and accidental eccentricity. In addition, the existence of concrete inside and outside of the steel tube prevented the steel tube from occurring local buckling, and the failure modes of CFSTRC columns acted as overall bucking. Parameters such as the fire load ratio, sectional dimension, slenderness ratio, sectional core area ratio, and external concrete compression strength significantly influenced the fire resistance of the CFSTRC columns. Finally, a simplified calculating formula was proposed to calculate the fire resistance influence factors of the CFSTRC columns subjected to three-sid fire. The formula-calculated results were well in agreement with the finite element analysis results, thereby providing a simple and feasible method for evaluating the fire-resistance design of these types of components in practical engineering."
Shear capacity of cold-formed light-gauge steel framed shear-wall panels with fiber cement board sheathing,"Being light in weight, cold-formed steel shear wall panels (SWPs) made with light gauge steel are extensively used in residential and office buildings (low to mid-rise), particularly in structures under seismic loadings. Many design practices involve the use of fiber cement board (FCB) as sheathing material both for hollow and infilled walls. FCB is a preferred choice as cladding material due to many advantages it provides such as water resistance, lower cost, withstand temperature variation, resistance to humidity and termite attack, better acoustic insulation, and superior fire resistance properties. In the absence of design guidelines, based on cold-formed light gauge steel shear walls with FCB sheathing, the designers resolve to use the guideline available for gypsum wall board (GWB) and fiberboard (FB) available in American Iron and Steel Institute Lateral Design. As a pioneer study, an experimental program was designed to investigate the behavior of cold-formed light gauge steel shear walls, both hollow and infilled with expanded polystyrene (EPS) foam concrete, with FCB sheathing on both sides under monotonic loading. The tests were performed according to ASTM E564 standard. Results show that the strength of shear walls with FCB sheathing is much higher than GWB and FB sheathing, suggesting that substitute design practices are highly conservative. Test results can help designers choose desired lateral stiffness and load carrying capacity of light gauge steel SWPs more efficiently, by selecting appropriate framing, infill, and sheathing material."
Dynamic investigation of a two story-two span frame including semi-rigid Khorjini connections,"In this paper, the free vibration analysis and determination of dynamic parameters of a two story-two span frame is investigated. The frame is consisted of two continuous beams and three columns, in which the middle connections of the continuous beams to the column are provided by means of semi-rigid Khorjini connections. The individual members of the frame are assumed to be governed by the transverse vibration theory of an Euler-Bernoulli beam and the semi-rigid Khorjini connections are modeled employing rotational springs. First of all, a closed-form solution is proposed and then, a numerical analysis is performed for some comparison and validation purposes. At the closed-form solution, some differential equations must be solved, and several boundary conditions should be satisfied. Herein, 40 boundary conditions should be provided. Afterward, the eigenvalues of the frame are obtained. These eigenvalues are also obtained using finite element method as a numerical analysis and it is observed that the results obtained by this approach are completely identical with the result of closed-form solution. Also, the eigenvalues and mode shapes of the frame for different values of the semi-rigid Khorjini connections stiffnesses are obtained and some comparisons are made."
Smart outrigger damper system for response reduction of tall buildings subjected to wind and seismic excitations,"The outrigger damper system has recently been proposed to reduce the dynamic response of tall buildings subjected to lateral loads. Previous studies have shown that the outrigger damper system could effectively increase the response reduction capacity of tall buildings. The outrigger damper system was used not only for a response reduction of tall buildings, but also for adjusting the differential column shortening. When an outrigger damper system is designed optimally for wind or earthquake loads, it shows good control performance against each target excitation. On the other hand, the outrigger damper system designed for the wind load cannot effectively control the seismic responses and vice versa. This study examined the control performance of a smart outrigger damper system for reducing both the wind and seismic responses. The smart outrigger damper system was comprised of magnetorheological dampers. A fuzzy logic control algorithm, which was optimized by a multi-objective genetic algorithm, was used to control the smart outrigger damper system. Numerical analysis showed that the smart outrigger damper system could provide superior control performance for the reduction of both wind and earthquake responses compared to the general outrigger system and passive outrigger damper system."
Inelastic moment-rotation response of 690 MPa grade steel I-section girders,"Recent specifications have adopted moment-rotation relationships for I-section girders with yield strengths up to 485 MPa to realize adequate and reliable ductility and the development of strength significantly greater than the yield moment. In this study, experiments were performed in order to verify the inelastic moment strength and examine an equation that appropriately expresses the inelastic moment-rotation response of high-strength steel I-section girders in the negative moment region. Three test girder specimens were fabricated and tested to their ultimate bending strengths up to failure. The test results were compared with the maximum strengths predicted for I-girders by finite element analysis and the nominal moment-plastic rotation curve in the specifications. A sufficiently redundant shakedown behavior was revealed by the comparison, which experimentally confirmed the adequacy of the current design equation for the moment-plastic rotation curve to 690 MPa grade steel I-girders. Based on the experimental results, conclusions were drawn regarding the inelastic moment-rotation behavior."
Investigation of the structural behavior of an innovative steel open-web floor system,"An experimental study was conducted on a steel open-web floor system, in which the top and bottom chords are connected by a steel square tube to form a vertical web member. A full-scale flexural test was performed to evaluate the flexural performance and failure mechanisms of the floor system. The steel open-web floor structure demonstrated a satisfactory composite behavior, and the loading capacity increased to 2.6 times the working load. A parametric study was performed to examine the effects of three geometric properties. Increasing the size of the cross sections exerted a significant effect on stiffness, and the load capacity of the open web floor system was enhanced significantly. Results show that the design method and philosophy of the open-web floor structure are in accordance with Eurocode 4 and the Chinese Code for the Design of Steel Structures."
A proposal for a seismic design process for a passive control structural system based on the energy equilibrium equation,"A systematic design method for actualizing a passive control structure that can effectively exert its capabilities to minimize damage from an earthquake has yet to be presented. In particular, a clear method for placing EDDs that can improve seismic capability under earthquake delivery has yet to be presented, causing the dependence on the design of placing the damper after repetitive response analysis and trial and error work directly. However, in order to obtain seismic capability that the designer intends, the designer needs to be able to predict optimum placement of the damper prior to response analysis and determine the design result to be reliable. This study aims to suggest a design process of passive control structure, which includes design and placement of the damper for obtaining the seismic capability of the passive control structure as intended by the designer. Also, dynamic response analysis was conducted on structures designed using the design process suggested in this study to confirm whether the seismic capability intended by the design has been achieved, verifying the validity of the design process."
Implementation of Trauma Center and Massive Transfusion Protocol Improves Outcomes for Major Trauma Patients: A Study at a Single Institution in Korea,This study evaluated the effectiveness and clinical outcomes of the implementation of a trauma center and massive transfusion protocol (TCMTP) in a developing country without a well-established trauma system.
"Topical Minoxidil Versus Topical Diltiazem for Chemical Sphincterotomy of Chronic Anal Fissure: A Prospective, Randomized, Double-Blind, Clinical Trial",Anal fissure is a common anorectal problem causing severe pain and discomfort to the patients. Chemical sphincterotomy has emerged as a noninvasive alternative to the surgical methods of fissure treatment. The objective of this study was evaluation of the efficacy and the adverse effects of topically applied minoxidil in chemical sphincterotomy of chronic anal fissure in comparison with topical diltiazem.
Enhanced Photocatalytic Activity of Two-Pot-Synthesized BiFeO3–ZnFe2O4 Heterojunction Nanocomposite,"BiFeO3–ZnFe2O4 heterojunction nanocomposites have been produced by a chemical synthesis method using one- and two-pot approaches. X-ray diffraction patterns of as-calcined samples indicated formation of pure zinc ferrite (ZnFe2O4) and bismuth ferrite (BiFeO3) phases, each retaining its crystal structure. Diffuse reflectance spectrometry was applied to calculate the optical bandgap of the photocatalysts, revealing values in the range from 2.03 eV to 2.17 eV, respectively. The maximum photodegradation of methylene blue of about 97% was achieved using two-pot-synthesized photocatalyst after 120 min of visible-light irradiation due to the higher probability of charge separation of photogenerated electron–hole pairs in the heterojunction structure. Photoluminescence spectra showed lower emission intensity of two-pot-synthesized photocatalyst, due to its lower recombination rate originating from greater charge separation."
"XPS Spectra Analysis of Ti2+, Ti3+ Ions and Dye Photodegradation Evaluation of Titania-Silica Mixed Oxide Nanoparticles","TiO2-SiO2 mixed oxides have been prepared by the sol–gel technique from tetrabutyl orthotitanate and tetraethyl orthosilicate. The prepared materials were characterized by x-ray diffraction, scanning electron microscopy, energy dispersive x-ray spectroscopy, nitrogen physisorption, Fourier-transform infrared spectroscopy (FT-IR) and x-ray photoelectron spectroscopy (XPS). The results indicate that the TiO2-SiO2 mixed oxides have a large surface area and a nanoscale size. FT-IR spectra show that Ti atoms are bonded to silica by oxygen bridging atoms in Ti-O-Si bonds. The titanium valence states in TiO2-SiO2 mixed oxides were investigated by XPS, and their spectra report the presence of Ti2+ and Ti3+ cations for high silica concentration, suggesting the formation of oxygen vacancies. The photocatalytic activity of the prepared materials has been evaluated for the photodegradation of methylene blue (MB). The mixed oxides were activated by means of a UV light source, and the concentration of MB was monitored by UV–Vis spectroscopy. The synthesized TiO2-SiO2 shows significantly higher MB removal efficiency in comparison with that of the commercial TiO2 Degussa, P25."
Comprehensive Evaluation of Modification Level Assessment in Sr-Modified Aluminium Alloys,"One way to improve the mechanical properties of Al–Si alloys is to add chemical modifiers that affect the microstructure of the cast components. Small amounts of Sr cause the modification of the eutectic Si particles from a coarse plate-like morphology into a fine fibrous one. This study sets out to analyse the effects of chemical modification on an Al–7%Si–0.3%Mg foundry alloy treated with Sr, ranging from 62 to 820 ppm. Assessment of modification level was evaluated by both thermal analysis technique and quantitative microstructural investigations. Up to now, little attention has been paid to the role played by microstructural characteristics in evaluating the modification level, which is commonly performed by comparison with standard images. In the present investigation, numerical methods proposed in the literature have been considered in an attempt to understand their effectiveness. The correlation between thermal analysis results and geometrical parameters of eutectic Si particles highlighted the impact of microstructural homogeneity on modification-level evaluation. In addition, the presence of Ca in Sr-based intermetallics has been further investigated by means of scanning electron microscopy combined with energy-dispersive X-ray spectroscopy."
Operations for Suspected Neoplasms in a Resource-Limited Setting: Experience and Challenges in the Eastern Democratic of Congo,"Surgery is an essential component of a functional health system, with surgical conditions accounting for nearly 11–15% of world disability. While communicable diseases continue to burden low- and low–middle-income countries, non-communicable diseases, such as cancer, are an important cause of morbidity and mortality worldwide. Preliminary data on malignancies in low- and middle-income countries, specifically in Africa, suggest a higher mortality compared to other regions of the world, a difference partially explained by limited availability of screening and early detection systems as well as poorer access to treatment."
Preoperative Prognostic Nutritional Index Predicts Long-Term Surgical Outcomes in Patients with Esophageal Squamous Cell Carcinoma,The purpose of the present study is to investigate the utility of prognostic nutritional index (PNI) as a simple and readily available marker in esophageal squamous cell carcinoma (ESCC).
One-Hour Postoperative Parathyroid Hormone Levels Do Not Reliably Predict Hypocalcemia After Thyroidectomy,"Hypocalcemia is a well-known complication after total thyroidectomy. Studies have indicated that the presence of low postoperative parathyroid hormone (PTH) levels can predict hypocalcemia. However, definitive study designs are lacking. The aim of this study was to determine whether postoperative PTH alone can accurately predict postoperative biochemical hypocalcemia."
Experimental and analytical studies on bearing capacity of bolt connected composite plate girders,"Composite plate girders bearing the enormous concentrated loads from boilers are common members in thermal power plants. Because of their large scale and sustaining distinct loads, the section of these girders is made of two parts combined with high strength bolts. Experimental investigations on two I-section plate girders, two homogeneous composite girders, and two hybrid composite girders, are implemented. Bearing capacity and member ductility are compared among the three kinds of specimens. To reveal the mechanism of composite plate girders, force method built upon the linear elastic theory is employed, according to deformation coordination among the components. The elastic stress distribution predicted by the analytical method is validated against test data. Based on the internal force distribution derived, the elastic effective width method in current specifications and the plastic effective width method proposed in other published literature are employed herein to predict the critical load. Conclusions can be made that bearing capacity of composite girders is superior to the I-section ones, and hybrid composite plate girders can further balance the economic and mechanical efficiency of constructions. Additionally, several proposals for application are offered."
Failure modes and loading bearing capacity of corrugated steel roofs connected by standing seam clips,"This paper presents the research on failure modes and loading bearing capacity of two types of purlin-sheet roofs under uniform loadings. The full-size experiments are carried out on the purlin-sheet roofs and the allowable design stress and design proposals are proposed. Besides, the finite element analysis is conducted to compare with the experiments. Results show that the failure modes and loading bearing capacity of two types of purlin-sheet roofs are different. The first is that the adjustments are pulled out from the base, while the mechanical occlusions between the adjacent sheet and adjustments are well. The latter is that the mechanical occlusions between the adjustment and sheets are tensioned fracture, while the adjustment are tensioned straight and pulled out from the sheets. The numerical calculations and experiment data are in good agreement, and the deviations are mainly because of initial defects of specimens, construction errors of specimens and loading protocols. The numerical calculation method is reliable and can be used to analyze the sheet-purlin roof connected by standing seam clips."
Development of a fatigue experiment for the stiffener-to-deck plate connection in Orthotropic Steel Decks,"Orthotropic Steel Decks (OSDs) are widely used in long span steel bridges since they are extremely light weighted and very efficient for resisting localized traffic loads. As this type of bridge deck consists of a complex network of longitudinal and transverse stiffeners, it is very sensitive to fatigue. Moreover, there is a lack of understanding concerning the actual fatigue behaviour. Therefore, a small-scale fatigue test has been designed for which the stresses would correspond with actual OSDs. Taking into account the possibilities available in laboratory conditions, the stress distribution at the considered weld does not perfectly match when using only one longitudinal stiffener. Nevertheless, relevant test data was obtained showing the dominance of weld toe cracks. In addition, beach marks are added during the tests. As a result, more information became available about the crack propagation. This information is very helpful when using fatigue assessment tools such as fracture mechanics."
