title,abstract
Scaling Relationships for Binding Energies of Transition Metal Complexes,"In this work, we investigate the trends in binding energies of different reaction intermediates on transition metal complexes for homogeneous catalysis. We find that linear scaling relationships exist between the binding energies of N and NHx (x = 1, 2), analogous to the bond-order formulation well-known in heterogeneous catalysis. This approach provides a new perspective of reactivity trends in transition metal complexes and opens up the possibility of using a descriptor-based approach for investigating homogeneous catalysis. We show the first steps towards this analysis by analyzing a wide range of modified “Schrock-type” catalysts."
Improving Ultra-Deep Desulfurization Efficiency by Catalyst Stacking Technology,"The catalyst for diesel ultra-deep desulfurization is selected on the basis of several factors, including feedstock composition, liquid hourly space velocity, and operation pressure. Owing to their specific processing purposes, different catalyst systems, such as straight distillation, coking distillation, blends of straight distillation, and secondary processing oil, are applied for various feeds because of their considerable difference in terms of sulfur content, nitrogen content, aromatics constitute, and cetane number. This study aims to determine the most appropriate catalyst and grading scheme by evaluating the deep desulfurization efficiency of different schemes when processing various feeds. The results showed that the W–Mo–Ni/Mo–Co catalyst stacking is the most effective among various schemes because of the following reasons: (1) loading W–Mo–Ni catalyst on the upper bed of reactor not only benefits the saturation of polyaromatics even in the middle or at the end of the run but also provides low nitrogen feed for the bottom bed; (2) loading Mo–Co type catalyst with alkyl transfer performance in the bottom bed at high temperature reaction zone facilitates alkyl transfer reaction and mitigates the effect of thermodynamic equilibrium limitations in the middle and at the end of the run, consequently improving the HDS efficiency under high temperatures."
The Influence of the Nature of the Support on the Copper–Palladium Catalysed Suzuki–Miyaura-Coupling,"Copper–palladium bimetallic catalysts supported on mixed oxides (MgO)0.75(Al2O3)0.25 (MgAlO) were prepared with two step impregnation (TSI) and co-impregnation (CI). These materials were studied to determine the effect of the support on the activity and stability in the Suzuki–Miyaura reaction and on the properties of a catalyst. The catalyst prepared by CI was active and selective during 6 catalytic cycles in Suzuki coupling, whereas the activity of the catalyst prepared with TSI dropped at the sixth use. The kinetics of the reaction was examined along with its scope. The relationship between the basic properties of the support and the catalytic performances were examined too. The importance of the nature of the support was also studied by catalyst characterization methods."
The Effect of Bullying and Victimization on Cognitive Empathy Development During the Transition to Middle School,"Interventions aimed at reducing bullying behavior commonly target the development of empathy. Yet, few longitudinal studies have investigated how empathy levels vary with bullying and victimization over time, especially during the transition to middle school."
Small Creep Crack Growth Interacting with Microstructural and Mechanical Factors in a Polycrystalline Ni-Based Superalloy,"Behavior of small crack propagation during creep was studied, in comparison with that of physically long crack propagation behavior, based on non-linear fracture mechanics approach. Through the work special attention is paid to understand: (1) microstructural aspect on small creep crack propagation interacting with grain boundaries and dendrite boundaries, (2) difference between small and macroscopic long creep cracks, (3) role(s) of stress concentration and relaxation with creep time in the crack propagation behavior emanating from a notch introduced as a simulation of cooling holes in blades and vane applications. From the experimental results, a specific crack growth behavior was found at the beginning of early crack growth stage (small crack), where the crack growth rate decreased with increasing J

c,st
 under both the isothermal creep (ITC) and thermal gradient creep (TGC). Also, crack under the TGC showed different crack growth rate than that under the ITC condition, where the higher and lower rates were achieved at lower and higher temperature side, respectively, under a given value of J

c,st
."
The mean square stability analysis of a stochastic dynamic model for electricity market,"The mean square stability pertaining to a stochastic electricity market model is analyzed in this paper. Considering the random nature of demand elasticity, the stochastic electricity market model under small Gauss type random excitation has already been presented. Using the theory of stochastic differential equations, matrix theory and eigenvalue techniques, the sufficient conditions of the mean square stability for this electricity market model are provided and testified theoretically. The conclusions can judge the stability of the system by available data on demand elasticity. The obtained results are validated and illustrated by numerical examples."
New concepts of vague graphs,"The concept of vague graph was introduced by Ramakrishna (Int J Comput Cognit 7:51–58, 2009). Since the vague models give more precision, flexibility, and compatibility to the system as compared to the classical and fuzzy models, in this paper, the concept of energy of fuzzy graph is extended to the energy of a vague graph. It has many applications in physics, chemistry, computer science, and other branches of mathematics. We define adjacency matrix, degree matrix, laplacian matrix, spectrum, and energy of a vague graph in terms of their adjacency matrix. The spectrum of a vague graph appears in physics statistical problems, and combinatorial optimization problems in mathematics. Also, the lower and upper bounds for the energy of a vague graph are also derived. Finally, we give some applications of energy in vague graph and other sciences."
Effects of synthetic large-scale genome reduction on metabolism and metabolic preferences in a nutritionally complex environment,"The soil bacterium Sinorhizobium meliloti forms nodules on the roots of leguminous plants, where N2 is reduced to ammonia. Its genome includes a 3.65 Mb chromosome, a 1.35 Mb pSymA megaplasmid, and a 1.68 Mb pSymB chromid. pSymA and pSymB constitute ~45 % of the genome and here a non-targeted approach was used to identify the metabolic consequences of the removal of these replicons. Polar and non-polar metabolites from wild-type, ∆pSymA, ∆pSymB, and ∆pSymAB cells and supernatants across a growth curve were analyzed by LC–HILIC–TOF–MS. 2008 metabolite features were identified in the extracellular metabolome of cells grown in LBmc containing yeast extract and casein hydrolysate. 1474 features were found from the intracellular metabolites of cells grown in minimal M9-sucrose medium. Analysis revealed both time and genotype influenced the metabolome, with the removal of pSymB having a much greater effect than the loss of pSymA. Strains lacking pSymB showed an increase in sugar, amino acid, and nucleotide metabolites in the intracellular metabolome, and the loss of pSymB clearly impaired the cell’s ability to catabolize exogenous amino acids. We conclude that despite the ability of wild-type, ∆pSymA, ∆pSymB, and ∆pSymAB strains to grow in both M9-sucrose and LBmc media, the removal of pSymA, and particularly pSymB, had clear and dramatic effects on the S. meliloti metabolome. The larger effect associated with the pSymB chromid is consistent with the large number of metabolic genes on this replicon and the greater genetic and metabolic integration of this replicon with the S. meliloti chromosome."
LC-ESI MS/MS profiling of polar steroid metabolites of the Far Eastern starfish Patiria (=Asterina) pectinifera,"Profiling of asterosaponins, polyhydroxysteroids and glycosides of polyhydroxysteroids of the common in the Far Eastern sea waters starfish Patiria (=Asterina) pectinifera was performed by LC-ESI MS and LC-APPI MS. The 72 polar steroid metabolites, including 35 asterosaponins, 22 polyhydroxysteroids and 15 sulfated glycosides of polyhydroxysteroids, were detected and identified using the LC–MS and LC–MS/MS spectra. The steroid metabolome of P. pectinifera is characterized by large number of sulfated and non-sulfated highly oxidized compounds with cholestane, ergostane and stigmastane skeleton systems of aglycones. Some peculiarities of biosynthesis of the starfish polar steroids were discussed. It was suggested that biosynthesis of asterosaponins from diet sterols is executed in a mosaic type manner with transformations in aglycone moieties and elongation of carbohydrate chains proceeding independently from each other and simultaneously."
Inference from the best systematization,"In recent decades “inference to the best explanation” has become a fashionable mode of reasoning. It is, however, highly problematic and flawed in ways that the article expounds. Instead, so it is argued, a process of inference from (not to) the best systematization of the relevant determinable facts is a far more plausible and promising procedure."
A service-oriented framework to the design of information system service,"The beginning of this century is marked by a paradigm shift due to the move of the production focus from goods-dominant to a service-dominant. At the same time, manufacturing automation and integration are undergoing changes, which open the possibility for classical model oriented products to be replaced by service models, supported by cognitive information systems. This paper analyzes a proposal to achieve a sound design process for service systems, which follows the model driven tendency. In fact, the aim is to bring together practical and formal approach, and therefore, to propose a good design discipline based on SOMF (Service Oriented Model Framework). Based on this model driven approach a new environment were developed which supports elicitation, modeling and requirements analysis supported by semi-formal methods (SOMF and UML) and formal methods (by using SysML and Petri Nets). The proposed method is applied to a case study based in an urban Smart Grid."
Simulation study of the effect of water removal from Fischer–Tropsch products on the process performance using a hydrophilic membrane reactor,"In this study, a mathematical model describing Fischer–Tropsch synthesis over an iron catalyst carried out in two configurations of membrane reactors was developed to predict the process performance. For this purpose, the impact of water removal from the reaction side on syngas conversion and on hydrocarbons selectivity was theoretically analyzed and quantified under different operating conditions. The obtained main results reveal that the process can be intensified when the catalyst was packed in a single region, whereas the produced water was continuously removed from the reaction side to the permeate side, which is constituted of two identical and parallel regions. This configuration design is characterized by a sufficient large area, which can enable fast water removal by an adequate sweep-fluid flow rate. As a result, the conversion and product selectivity could be enhanced obviously at the suitable conditions."
Hydraulic experiments of urban river meandering method and fish habitat revitalization,"Recently, the number of urban river restoration projects that use artificial spurs to create ecologically sound rivers has steadily increased. In this study, the effect of spur placement on improving the ecological environment of rivers is investigated for an optimal riverbank spur design based on small-scale experimental results. The experiments were conducted by varying the placement of the spur formations, the spur types, and the dimensionless Froude Numbers. Stone mattress, wickerwork, and combinations of these materials were used as spurs. The experimental results show that the spur placement helped create a gentle meandering river and secured the fish habitat. A combination of stone mattress and wickerwork (wickerwork beneath a stone mattress) resulted in the most effective type of spur for achieving a gentle meandering and sound fish habitat. The average water flow velocities in front of the spurs decreased by roughly 30%, while the average water flow velocities behind the stone mattress decreased by approximately 70%. Consequently, it is concluded that the well-implementation of spurs could induce an ecologically favorable habitat for fish and fish spawning."
Physical model study of bridge contraction scour,"Because scour has contributed to the collapse of a large number of bridges, many researchers have tried to find a general method of predicting scour to prevent the failure of bridge foundations. However, existing scour depth equations recommended by the Federal Highway Administration (FHWA) in the United States generally give excessively conservative estimates of the scour depth. One reason is that these equations are based primarily on idealized and simplified laboratory experiments in rectangular flumes. In addition to idealized and simplified laboratory experiments, another possible reason for scour depth overprediction is the current practice of adding separate estimates of contraction scour and local scour when in fact these processes occur simultaneously and interact. This study focuses specifically on the hydraulic modeling of local pier scour and contraction scour. Scaled field site was constructed in the Hydraulics Laboratory at the Georgia Institute of Technology based on their Froude number similarity. We used several flow rates, including the 50- and 100-year peak flood discharge and the 1998 historical flood discharge from field measurements provided by the U.S. Geological Survey (USGS) and used them to compare scour measurements (contraction scour and local scour) in the laboratory and in the field. Based on the findings, a procedure for hydraulic modeling with scaled field geometry is suggested."
Streptomyces sanglieri which colonised and enhanced the growth of Elaeis guineensis Jacq. seedlings was antagonistic to Ganoderma boninense in in vitro studies,"Actinomycete strain AUM 00500 was 99.5 % similar to Streptomyces sanglieri NBRC 100784T and was evaluated for antagonistic activity towards Ganoderma boninense, the causative fungus of basal stem rot of oil palm. The strain showed strong antifungal activity towards G. boninense in in vitro and SEM analysis showed various modes of inhibition of the fungus. Ethyl acetate extracts of single culture and inhibition zone of cross-plug culture by HPLC indicated that strain AUM 00500 produced two different antibiotics of the glutarimide group namely cycloheximide and actiphenol. In greenhouse trials, oil palm seed treated with spores of S. sanglieri strain AUM 00500 at 109 cfu/ml showed significant (P < 0.05) increase in oil palm seedlings growth when compared to the control. Streptomyces sanglieri strain AUM 00500 successfully colonised the epidermal surface of the roots of treated oil palm seedlings and it was recovered from root fragments plated on starch casein agar."
"Evaluation of light attraction for the stored-product psocid, Liposcelis bostrychophila","The psocid, Liposcelis bostrychophila Badonnel (Psocoptera: Liposcelididae), is the most widespread psocid pest of stored products. Because L. bostrychophila has developed resistance to several chemical insecticides, it is important to investigate other integrated pest management (IPM) approaches, and a critical part of IPM programs is an effective monitoring program, Monitoring tools for psocids are limited, and few studies have been conducted on monitoring of psocids, with none on the attraction of lights for psocids. Therefore, we studied the response of L. bostrychophila adults to eight wavelengths of light-emitting diodes (LED) in paired-choice pitfall test. Among the LEDs evaluated, the strongest response by L. bostrychophila adults was to 351 nm UV. When LEDs were tested against brewer’s yeast (the most preferred attractant for L. bostrychophila among more than 20 potential attractants found in previous studies), the 351 nm UV wavelength was the only light that attracted more psocids than brewer’s yeast. These results suggest that the use of LEDs might be useful in psocid-monitoring programs for L. bostrychophila and other psocid species."
Attraction behaviors of entomopathogenic nematodes (Steinernematidae and Heterorhabditidae) to synthetic volatiles emitted by insect-damaged carrot roots,"Entomopathogenic nematodes (EPNs) play a role in indirect defenses of plants under attack by root herbivores. We have tested the chemotactic responses of 4 EPN species (Steinernema
feltiae, S. carpocapsae, S. kraussei, and Heterorhabditis bacteriophora) to 5 compounds ([1] α-Pinene, [2] Terpinolene, [3] Bornyl acetate, [4] 2-Ethyl-hexanol, and [5] 2, 4-Di-tert-butylphenol) released by damaged (3, 4, 5) and undamaged (1, 2) carrot roots. We hypothesized that the EPN directional responses to the tested volatile compounds (VOCs) could be related to foraging strategy and would vary among species, VOC, and VOC concentrations. Our results indicate that all of the tested EPN species exhibited a weak attraction or repulsion to volatiles, irrespective of their foraging strategy. Terpinolene was a repellent for EPN species classified in all three foraging groups. However, such values of chemotaxis index (CI) were reported with EPN species only when pure concentration of VOC was used. Based on our current results, we conclude that responses to distinct volatile cues are a species-specific characteristic. Our results suggest that EPNs are able to distinguish herbivore-induced chemicals from chemicals that are typical for healthy roots."
Feeding gastrostomy in children with complex heart disease: when is a fundoplication indicated?,Malnutrition is common among children with complex heart disease (CHD). Feeding gastrostomies are often used to improve the nutritional status of such patients. Our purpose was to evaluate a cohort of children with CHD following open Stamm gastrostomy without fundoplication.
The Causal Factors of International Inequality in \(\hbox {CO}_{2}\) Emissions Per Capita: A Regression-Based Inequality Decomposition Analysis,"This paper uses the possibilities provided by the regression-based inequality decomposition (Fields in Res Labor Econ 22:1–38, 2003) to explore the contribution of different explanatory factors to international inequality in \(\hbox {CO}_{2}\) emissions per capita. In contrast to previous emissions inequality decompositions, which were based on identity relationships, this methodology does not impose any a priori specific relationship. Thus, it allows an assessment of the contribution to inequality of different relevant variables. In short, the paper appraises the relative contributions of affluence, sectoral composition, demographic factors and climate. The analysis is applied to selected years of the period 1993–2007. The results show the important (though decreasing) share of the contribution of demographic factors, as well as a significant contribution of affluence and sectoral composition."
"Catalytic properties, functional attributes and industrial applications of β-glucosidases","β-Glucosidases are diverse group of enzymes with great functional importance to biological systems. These are grouped in multiple glycoside hydrolase families based on their catalytic and sequence characteristics. Most studies carried out on β-glucosidases are focused on their industrial applications rather than their endogenous function in the target organisms. β-Glucosidases performed many functions in bacteria as they are components of large complexes called cellulosomes and are responsible for the hydrolysis of short chain oligosaccharides and cellobiose. In plants, β-glucosidases are involved in processes like formation of required intermediates for cell wall lignification, degradation of endosperm’s cell wall during germination and in plant defense against biotic stresses. Mammalian β-glucosidases are thought to play roles in metabolism of glycolipids and dietary glucosides, and signaling functions. These enzymes have diverse biotechnological applications in food, surfactant, biofuel, and agricultural industries. The search for novel and improved β-glucosidase is still continued to fulfills demand of an industrially suitable enzyme. In this review, a comprehensive overview on detailed functional roles of β-glucosidases in different organisms, their industrial applications, and recent cloning and expression studies with biochemical characterization of such enzymes is presented for the better understanding and efficient use of diverse β-glucosidases."
Beneficial Effect of Metformin on Nerve Regeneration and Functional Recovery After Sciatic Nerve Crush Injury in Diabetic Rats,"Neuroprotective effects of metformin have been increasingly recognized in both diabetic and non-diabetic conditions. Thus far, no information has been available on the potential beneficial effects of metformin on peripheral nerve regeneration in diabetes mellitus. The present study was designed to investigate such a possibility. Diabetes was established by a single injection of streptozotocin at 50 mg/kg in rats. After sciatic nerve crush injury, the diabetic rats were intraperitoneally administrated daily for 4 weeks with metformin (30, 200 and 500 mg/kg), or normal saline, respectively. The axonal regeneration was investigated by morphometric analysis and retrograde labeling. The functional recovery was evaluated by electrophysiological studies and behavioral analysis. It was found that metformin significantly enhanced axonal regeneration and functional recovery compared to saline after sciatic nerve injury in diabetic rats. In addition, metformin at 200 and 500 mg/kg showed better performance than that at 30 mg/kg. Taken together, metformin is capable of promoting nerve regeneration after sciatic nerve injuries in diabetes mellitus, highlighting its therapeutic values for peripheral nerve injury repair in diabetes mellitus."
Noncanonical Activin A Signaling in PC12 Cells: A Self-Limiting Feedback Loop,"Activin A (Act A), a member of transforming growth factor-β superfamily, plays a neuroprotective role in multiple neurological diseases through Act A/Smads signal activation. Traditionally, the up-regulation of Act A gene and extracellular Act A accumulation show the signal activation as a linear pathway. However, one of our discoveries indicated that Act A could lead a loop signaling in ischemic injury. To clarify the characteristic of this loop signaling in a non-pathological state, we up-regulated the expression of Act A, monitored extracellular Act A accumulation and examined the activity of Act A signaling, which was quantified by the expression of phosphorylated Smad3 and the fluorescence intensity of Smad4 in nuclei. The results demonstrated a noncanonical Act A signal loop with self-amplifying property in PC12 cells. Further, it showed self-limiting behavior due to temporary activation and spontaneous attenuation. This periodic behavior of Act A signal loop was found to be regulated by the level of Smad anchor for receptor activation (SARA). Moreover, increased activity of Act A signal loop could promote PC12 cell proliferation and enhance the survival rate of cells to Oxygen–Glucose Deprivation. These practical discoveries will bring new insight on the functional outcome of Act A signaling in neurological diseases by the further understanding: loop signaling."
Neuroprotection as a Potential Therapeutic Perspective in Neurodegenerative Diseases: Focus on Antiepileptic Drugs,"Neuroprotection is conceived as one of the potential tool to prevent or slow neuronal death and hence a therapeutic hope to treat neurodegenerative diseases, like Parkinson’s and Alzheimer’s diseases. Increase of oxidative stress, mitochondrial dysfunction, excitotoxicity, inflammatory changes, iron accumulation, and protein aggregation have been identified as main causes of neuronal death and adopted as targets to test experimentally the putative neuroprotective effects of various classes of drugs. Among these agents, antiepileptic drugs (AEDs), both the old and the newer generations, have shown to exert protective effects in different experimental models. Their mechanism of action is mediated mainly by modulating the activity of sodium, calcium and potassium channels as well as the glutamatergic and GABAergic (gamma-aminobutyric acid) synapses. Neurological pathologies in which a neuroprotective action of AEDs has been demonstrated in specific experimental models include: cerebral ischemia, Parkinson’s disease, and Alzheimer’s disease. Although the whole of experimental data indicating that neuroprotection can be achieved is remarkable and encouraging, no firm data have been produced in humans so far and, at the present time, neuroprotection still remains a challenge for the future."
A Tribute to Mary C. McKenna: Glutamate as Energy Substrate and Neurotransmitter—Functional Interaction Between Neurons and Astrocytes,"Glutamate metabolism in the brain is extremely complex not only involving a large variety of enzymes but also a tight partnership between neurons and astrocytes, the latter cells being in control of de novo synthesis of glutamate. This review provides an account of the processes involved, i.e. pyruvate carboxylation and recycling as well as the glutamate–glutamine cycle, focusing on the many seminal contributions from Dr. Mary McKenna. The ramification of the astrocytic end feet allowing contact and control of hundreds of thousands of synapses at the same time obviously puts these cells in a prominent position to regulate neural activity. Additionally, the astrocytes take active part in the neurotransmission processes by releasing a variety of gliotransmitters including glutamate. Hence, the term “the tripartite synapse”, in which there is an active and dynamic interplay between the pre- and post-synaptic neurons and the ensheathing astrocytes, has been coined. The studies of Mary McKenna and her colleagues over several decades have been of paramount importance for the elucidation of compartmentation in astrocytes and synaptic terminals and the intricate metabolic processes underlying the glutamatergic neurotransmission process."
Acrylamide Retards the Slow Axonal Transport of Neurofilaments in Rat Cultured Dorsal Root Ganglia Neurons and the Corresponding Mechanisms,"Chronic acrylamide (ACR) exposure induces peripheral-central axonopathy in occupational workers and laboratory animals, but the underlying mechanisms remain unclear. In this study, we first investigated the effects of ACR on slow axonal transport of neurofilaments in cultured rat dorsal root ganglia (DRG) neurons through live-cell imaging approach. Then for the underlying mechanisms exploration, the protein level of neurofilament subunits, motor proteins kinesin and dynein, and dynamitin subunit of dynactin in DRG neurons were assessed by western blotting and the concentrations of ATP was detected using ATP Assay Kit. The results showed that ACR treatment results in a dose-dependent decrease of slow axonal transport of neurofilaments. Furthermore, ACR intoxication significantly increases the protein levels of the three neurofilament subunits (NF-L, NF-M, NF-H), kinesin, dynein, and dynamitin subunit of dynactin in DRG neurons. In addition, ATP level decreased significantly in ACR-treated DRG neurons. Our findings indicate that ACR exposure retards slow axonal transport of NF-M, and suggest that the increase of neurofilament cargoes, motor proteins, dynamitin of dynactin, and the inadequate ATP supply contribute to the ACR-induced retardation of slow axonal transport."
Potential Role of Endoplasmic Reticulum Stress in Pathogenesis of Diabetic Retinopathy,"Diabetes mellitus is a metabolic disease that leads to several complications which include retinopathy. Multiple biochemical abnormalities have been proposed to explain the development of retinopathy, including oxidative stress. Although the existence of oxidative stress has been established in the retina from long standing diabetic animals, pathogenesis and progression of retinopathy remain unclear. In order to gain insight into the pathogenesis of diabetic retinopathy, we analyzed the levels of different oxidative stress biomarkers in the retina at early stages during the progress of streptozotocin-induced diabetes. No significant changes in glutathione content, expression of NADPH-oxidase, levels of lipid peroxidation, nor production of free radicals were observed in the retina up to 45 days of diabetes induction. Likewise, a transient decrease in aconitase activity, parallel to an increase in the superoxide dismutase activity was observed at 20 days of hyperglycemia, suggesting a high capacity of retina to maintain its redox homeostasis, at least at early stages of diabetes. Nonetheless, we found an early and time-dependent increase in the levels of oxidized proteins, which was not affected by the administration of the antioxidant quercetin. Also, positive immunoreactivity to the reticulum stress protein CHOP was found in glial Müller cells of diabetic rat retinas. These findings suggest the occurrence of endoplasmic reticulum stress as a primary event in retina pathogenesis in diabetes."
