title,abstract
Validation of serrated polyps (SPs) in Swedish pathology registers,"Little is known about the natural history of serrated polyps (SPs), partly due to the lack of large-scale epidemiologic data. In this study, we examined the validity of SP identification according to SNOMED (Systematised Nomenclature of Medicine) codes and free text from colorectal histopathology reports."
The ED50 and ED95 of oxytocin infusion rate for maintaining uterine tone during elective caesarean delivery: a dose-finding study,"The 90% effective dose (ED90) of oxytocin infusion has been previously estimated to be 16.2 IU h− 1. However, bolus administration of oxytocin prior to the infusion may decrease the infusion dose required. The aim of this study was to estimate the ED95 for oxytocin infusion after a bolus at elective caesarean delivery (CD) in nonlaboring parturients."
The experiences of early postpartum Shenzhen mothers and their need for home visit services: a qualitative exploratory study,"The early postpartum period is the most stressful period for a new mother, who is assuming new roles and responsibilities in life, and must deal with the demands from her newborn baby and her own care needs. Little is known about whether the current postnatal care services provided by hospitals and community centers meet the needs of women. The aim of this study was to identify the experiences of women in Shenzhen and the problems that they encountered during the first 6 weeks after giving birth; and to explore their expressed needs with regard to postnatal care services."
"Effect of pregnancy induced hypertension on adverse perinatal outcomes in Tigray regional state, Ethiopia: a prospective cohort study","The prevalence of pregnancy-induced hypertension in Ethiopia ranges from 2.2 to 18.3%. However, so far little is known about the adverse perinatal outcomes of pregnancy-induced hypertension in Tigray regional state, Ethiopia. Therefore, the objective of this study was to assess the effect of pregnancy-induced hypertension on adverse perinatal outcomes in Tigray Regional State, Ethiopia."
Removal of large middle molecules via haemodialysis with medium cut-off membranes at lower blood flow rates: an observational prospective study,"Online haemodiafiltration (OL-HDF) may improve middle molecular clearance in contrast to conventional haemodialysis (HD). However, OL-HDF requires higher convective flows and cannot sufficiently remove large middle molecules. This study evaluated the efficacy of a medium cut-off (MCO) dialyser in removing large middle molecular uraemic toxins and compared it with that of conventional high-flux (HF) dialysers in HD and predilution OL-HDF."
Pre-contrast T1 and cartilage thickness as confounding factors in dGEMRIC when evaluating human cartilage adaptation to physical activity,The dGEMRIC (delayed Gadolinium-Enhanced MRI of Cartilage) technique has been used in numerous studies for quantitative in vivo evaluation of the relative glycosaminoglycan (GAG) content in cartilage. The purpose of this study was to determine the influence of pre-contrast T1 and cartilage thickness when assessing knee joint cartilage quality with dGEMRIC.
Students with specific learning disabilities experiences of pre-registration physiotherapy education: a qualitative study,"Attainment gaps for students with disabilities have been noted in pre-registration physiotherapy courses in the UK. Previous research suggests disclosure, lack of staff knowledge and poor communication between University and placement sites may be relevant, but these are limited to small case studies with students with visual or physical disabilities. The purpose of this study was to explore disabled physiotherapy students’ experiences of their education in order to elucidate factors that may influence success."
Gorham-Stout disease of the malleolus: a rare case report,"Gorham-Stout disease, also known as vanishing bone disease, idiopathic massive osteolysis, is a rare entity of unknown etiopathology. This disease is characterized by destruction of osseous matrix and proliferation of lymphatic vascular structures and associated with massive regional osteolysis. It has a variable clinical presentation and is commonly considered as a benign disease with a progressive tendency and an unpredictable prognosis. The diagnosis is made by exclusion and based on combination with histological, radiological, and clinical features. Despite that several therapeutic options have shown certain efficacy, the effective treatment still remains controversial and there is no standard treatment to be recommended."
Dental anomalies and orthodontic characteristics in patients with pseudohypoparathyroidism,"Pseudohypoparathyroidism (PHP) is a rare and inherited disease caused by mutations in the GNAS-gene or upstream of the GNAS complex locus. It is characterized by end-organ resistance to PTH, resulting in hypocalcemia and hyperphosphatemia. We aimed to investigate the dental anomalies according to tooth types and the orthodontic characteristics of patients with PHP."
"Association of sleep, screen time and physical activity with overweight and obesity in Mexico",Approximately 70% of adults in Mexico are overweight or obese. Unhealthy lifestyle behaviors are also prevalent. We examined the association of three lifestyle behaviors with body mass index (BMI) categories in adults from Mexico.
Tumor burden and location as prognostic factors in patients treated by iodine seed implant brachytherapy for localized prostate cancers,"Iodine seed implant brachytherapy is indicated for low risk and selected favorable intermediate risk prostate cancers. A percentage of positive biopsies > 50% is usually considered as a contra-indication, and the tumor location could also influence the treatment efficacy. We studied the association of the percentage of positive biopsy cores, and tumor location, with progression-free survival."
Recommendations for application of the functional evidence PS3/BS3 criterion using the ACMG/AMP sequence variant interpretation framework,"The American College of Medical Genetics and Genomics (ACMG)/Association for Molecular Pathology (AMP) clinical variant interpretation guidelines established criteria for different types of evidence. This includes the strong evidence codes PS3 and BS3 for “well-established” functional assays demonstrating a variant has abnormal or normal gene/protein function, respectively. However, they did not provide detailed guidance on how functional evidence should be evaluated, and differences in the application of the PS3/BS3 codes are a contributor to variant interpretation discordance between laboratories. This recommendation seeks to provide a more structured approach to the assessment of functional assays for variant interpretation and guidance on the use of various levels of strength based on assay validation."
Digital twins to personalize medicine,"Personalized medicine requires the integration and processing of vast amounts of data. Here, we propose a solution to this challenge that is based on constructing Digital Twins. These are high-resolution models of individual patients that are computationally treated with thousands of drugs to find the drug that is optimal for the patient."
Mercury increase in Lake Champlain fish: links to fishery dynamics and extreme climatic events,"Mercury concentrations in Lake Champlain fish increased (2011–2017) for the first time in more than two decades. The increase, however, was not consistent among species or throughout the lake. Mercury concentrations in smallmouth bass and yellow perch from the three Main Lake segments increased significantly while concentrations in the eastern portions of the lake (Northeast Arm and Malletts Bay) remained unchanged or decreased; mercury concentrations in white perch remained unchanged. Factors examined to explain the increase included: atmospheric deposition, lake temperature, chlorophyll-a, fishery dynamics, lake flooding and loading of total suspended solids (TSS). This paper examines how each factor has changed between study periods and the spatial variability associated with the change. We hypothesize fishery dynamics, flooding and TSS loading may be partially responsible for the increase in fish mercury. Both growth efficiency and biomass of fish suggest mercury concentrations would increase in the Main Lake segments and decrease in the eastern portion of the lake. Additionally, two extreme climate events in 2011 resulted in extensive flooding and a four-fold increase in annual TSS loading, both potentially increasing biotic mercury with the impact varying spatially throughout the lake. Changes to the fishery and disturbance caused by extreme climatic events have increased biotic mercury and the processes responsible need further study to identify possible future scenarios in order to better protect human and wildlife health."
Cardiovascular autonomic testing in the work-up of cerebellar ataxia: insight from an observational single center study,"Cerebellar ataxias are a heterogeneous group of disorders of both genetic and non-genetic origin. In sporadic cases, two entities are recognized: multiple system atrophy of cerebellar type (MSA-C) and SAOA (sporadic adult-onset ataxia). The presence of severe cardiovascular autonomic failure reliably distinguishes MSA-C from other ataxias, but it may appear only late in the disease course."
Global Asymptotic Synchronization of a Class of BAM Neural Networks with Time Delays via Integrating Inequality Techniques,"In this paper, the authors are concerned with global asymptotic synchronization for a class of BAM neural networks with time delays. Instead of using Lyapunov functional method, LMI method and matrix measure method which are recently widely applied to investigating global exponential/ asymptotic synchronization for neural networks, two novel sufficient conditions on global asymptotic synchronization of above BAM neural networks are established by using a kind of new study method of global synchronization: Integrating inequality techniques. The method and results extend the study of global synchronization of neural networks."
Formation Tracking for Nonlinear Multi-agent Systems with Input and Output Quantization via Adaptive Output Feedback Control,"Signal quantization can reduce communication burden in multi-agent systems, whereas it brings control challenge to multi-agent formation tracking. This paper studies the output feedback control problem for formation tracking of multi-agent systems with both quantized input and output. The agents are described by a nonlinear dynamic model with unknown parameters and immeasurable states. To estimate immeasurable states and solve the uncertainties, state observers are developed by using dynamic high-gain tools. Through proper parameter designs, an output feedback quantized controller is established based on quantized output signals, and the quantization effect on the control system is eliminated. Stability analysis proves that, with the proposed control scheme, multi-agent systems can track the reference trajectory while forming and maintaining the desired formation shape. In addition, all the signals in the closed-loop systems are bounded. Finally, the numerical simulation and practical experiment are provided to verify the theoretical analysis."
Extreme vocabulary learning,"Regarding extreme value theory, the unseen novel classes in the open-set recognition can be seen as the extreme values of training classes. Following this idea, we introduce the margin and coverage distribution to model the training classes. A novel visual-semantic embedding framework — extreme vocabulary learning (EVoL) is proposed; the EVoL embeds the visual features into semantic space in a probabilistic way. Notably, we adopt the vast open vocabulary in the semantic space to help further constraint the margin and coverage of training classes. The learned embedding can directly be used to solve supervised learning, zero-shot learning, and open set recognition simultaneously. Experiments on two benchmark datasets demonstrate the effectiveness of the proposed framework against conventional ways."
Decision-makers impact on the internationalization of high-technology firms in emerging markets,"This study examines the impact of decision-makers from Paraguayan software firms on internationalization. It aims to have a better understanding about the (non-) rational decision logic of the CEOs and founders shaping the internationalization processes of 45 Paraguayan software firms. This study uses an observational, comparative descriptive, and a descriptive, correlational-research design based on a survey with the CEOs and founders of 45 Paraguayan software firms. The results suggest a significant correlational impact of decision-makers’ characteristics on the software firm’s internationalization and calls for further collaboration with high-tech firms from different industries in emerging as well as developed markets."
Hedging ship price risk using freight derivatives in the drybulk market,"We show that a fixed-maturity time-weighted Forward Freight Agreement (FFA) portfolio should be used to proxy the expected future earnings of a vessel. We investigate the corresponding hedging efficiency when using a portfolio of FFA prices to hedge ship price risk of both static hedge ratios calculated using Ordinary Least Squares estimation and the dynamic hedge ratios generated from a dynamic conditional correlation GARCH (1,1) model. We find that the hedging efficiency is greater for newer vessels than older vessels and that the static hedge ratio outperforms the dynamic hedge ratio. Our work is an extension of earlier empirical work which has only considered the hedging efficiency of varying-maturity calendar FFA contracts for a single vessel age."
"Purification and characterization of fat body lipase from the greater wax moth, Galleria mellonella (Lepidoptera: Pyralidae)","Insect lipid mobilization and transport are currently under research, especially lipases and lipophorin because of their roles in the production of energy and lipid transport at a flying activity. The present study has been conducted to purify intracellular fat body lipase for the first time, from the last larval instar of Galleria mellonella."
The aerobic capacity in patients with antisynthetase syndrome and dermatomyositis,"This study was aimed at evaluating the aerobic capacity of patients with antisynthetase syndrome (ASS) and dermatomyositis (DM) and analyzing possible relationships between aerobic capacity and disease status, cardiovascular diseases and their risk factors."
Infrared stripe correction algorithm based on wavelet decomposition and total variation-guided filtering,"Stripe non-uniformity severely affects the quality of infrared images. It is challenging to remove stripe noise in low-texture images without blurring the details. We propose a single-frame image stripe correction algorithm that removes infrared noise while preserving image details. Firstly, wavelet transform is used for multi-scale analysis of the image. At the same time, Total variation model is used for small window to smooth the original image. The small-scale total variation model can well preserve the edge information of the image, but it will leave stripe noise. Therefore, according to the prior knowledge of the vertical component of the stripe noise, the spatial filtering is finally performed: the smoothed image is used as the guide image for the stripe noise denoising. It is possible to prevent the lead filter from mistaking the strong stripe noise as edge detail, resulting in corrected image residual streak noise. The algorithm is systematically evaluated by experiments on simulated images and original infrared images, as well as compared with the current advanced infrared stripe non-uniformity correction algorithms. It is proved that our algorithm can better eliminate stripe noise and preserve edge details."
"A hospital-based study of post-stroke aphasia: frequency, risk factors, and topographic representation","The crude prevalence rate of stroke in Qena, Egypt, is high (922/100,000). For the first time, we estimate the frequency of aphasia following the first-ever ischemic stroke and its relationship to the site of lesion in Arabic-speaking countries."
Nephrolithiasis in gout: prevalence and characteristics of Brazilian patients,The aims of this article were to assess the prevalence of nephrolithiasis and the factors associated with nephrolithiasis in Brazilian patients with primary gout.
The impact of the presence of fibromyalgia on fatigue in patients with psoriatic arthritis: comparison with controls,"Coexisting fibromyalgia (FM) to psoriatic arthritis (PsA) has been identified and it has been associated with more severe symptoms, impaired function, and greater disability. It was aimed to explore the effect of the presence of FM on fatigue in patients with PsA comparing with controls."
Physiological and biochemical responses of soybean (Glycine max L.) to cysteine application under sea salt stress,"Shortage of water is a major problem facing Egypt; thus, it becomes necessary to use non-traditional sources of water such as saline water in irrigation. Overcoming the adverse effects of saline water and enhancing plant tolerance to salinity stress is the main challenge for increasing plant growth and productivity. Using a natural compound such as cysteine amino acid has an important effect in alleviating the adverse effect of salinity stress on different plant crops."
Antibacterial effect of metallic nanoparticles on Streptococcus mutans bacterial strain with or without diode laser (970 nm),"The main etiological agent for dental caries is Streptococcus mutans bacterial strain. Recently, metallic nanoparticles and diode laser have been introduced as a new method in bacterial decontamination. Nanoparticles have very small particles size that has greater surface area and exert their antimicrobial effect by interacting with the negatively charged bacterial cell wall, while lasers have become increasingly popular in dentistry due to their multiple uses, and one such important application is tooth disinfection."
Toxicological implications of the fruit of Harungana madagascariensis on wistar rats,"The unopened buds of the fruit of Harungana madagascariensis is used in the treatment of anaemia and skin diseases in traditional medicine. Hence, this study aims to scientifically evaluate the effects of oral administration of the fruit extract of Harungana madagascariensis on haematological, biochemical and histological parameters in Wistar rats."
Synthesis of mono- and dimethoxylated polychlorinated biphenyl derivatives starting from fluoroarene derivatives,"Polychlorinated biphenyls (PCBs) are environmental pollutants implicated in a variety of adverse health effects, including cancer and noncancer diseases in animals and humans. PCBs are metabolized to hydroxylated compounds, and some of these PCB metabolites are more toxic than the parent PCBs. Unfortunately, most PCB metabolites needed for toxicological studies are not available from commercial sources. Moreover, it is challenging to synthesize PCB metabolites because starting materials with suitable substitution patterns are not readily available. Here, we report the novel synthesis of a variety of mono- and dimethoxyarene derivatives from commercially available fluoroarenes via nucleophilic aromatic substitution with sodium methoxide. This reaction provided good to excellent yields of the desired methoxylated products. Suzuki coupling of selected mono- and dimethoxy haloarenes with chlorinated phenylboronic acids yielded methoxylated derivatives of PCB 11, 12, 25, 35, and 36 in low to good yields. Crystal structures of 3,3′-dichloro-2,5-dimethoxy-1,1′-biphenyl and 3′,5-dichloro-2,3-dimethoxy-1,1′-biphenyl confirmed the substitution pattern of both compounds. This synthesis strategy provides straightforward access to a range of mono- and dimethoxylated PCB derivatives that were not readily accessible previously."
New Homogeneous Dataset of Solar EUV Synoptic Maps from SOHO/EIT and SDO/AIA,"Synoptic maps of solar EUV intensities have been constructed for many decades in order to display the distribution of the different EUV emissions across the solar surface, with each map representing one Carrington rotation (i.e. one rotation of the Sun). This article presents a new solar EUV synoptic map dataset based on full-disk images from the Solar and Heliospheric Observatory/Extreme Ultraviolet Imaging Telescope (SOHO/EIT) and Solar Dynamics Observatory/Atmospheric Imaging Assembly (SDO/AIA). In order to remove the significant and complicated drift of EIT and AIA EUV intensities due to sensor degradation, we construct the synoptic maps in standardized intensity scale. We describe a method of homogenizing the SOHO/EIT maps with SDO/AIA maps by transforming the EIT intensity histograms to AIA levels. The new maps cover the years from 1996 to 2018 with 307 SOHO/EIT and 116 SDO/AIA synoptic maps, respectively. These maps provide a systematic and homogeneous view of the entire solar surface in four EUV wavelengths, and are well suited, e.g., for studying long-term coronal hole evolution."
The Determinants of Subjective Well-Being in a Developing Country: The Ecuadorian Case,"In this study, we identify some individual and contextual factors potentially affecting subjective well-being in developing countries and check their effect in the Ecuadorian case. Ecuador is an oil country where attempts have been made to overcome deep social and territorial inequalities by placing human well-being at the core of public policy through the National Plan for Good Living. By means of ordinary least squares and ordered logit with clustered standard errors, as well as multilevel ordered logit models, we find that oil-dependent territories negatively affect well-being. Moreover, women and indigenous people report lower well-being, while personal income, education, housing quality, institutional trust, health insurance and social relationships can improve it. From a policy perspective, we find that basic unmet needs still need to be fulfilled to increase well-being, and further improvements of the institutional framework, redistributive system and inclusion policies are required. In this respect, we observe that Good Living-based policy accurately addresses these elements and, therefore, has great potential for application in other countries with similar characteristics."
Costs and long-term outcomes following pulmonary vein isolation for atrial fibrillation in elderly patients using second-generation cryoballoon vs. open-irrigated radiofrequency in China,Limited comparative data are available regarding catheter ablation (CA) of atrial fibrillation (AF) using second-generation cryoballoon (CB-2) vs. radiofrequency (RF) ablation in elderly patients (> 75 years old). The present study aimed to compare the costs and clinical outcomes in elderly patients using these two strategies.
Cross-cultural adaptation and validation of the Polish version of the Spine Functional Index,"The purpose of this study was a cross-cultural adaptation of the Spine Functional Index to produce a Polish version (SFI-PL). Further, the psychometric properties were evaluated with standardized criteria patient reported outcome measures (PROMs) in a symptomatic Polish spine population."
"Photometric and spectroscopic monitoring, radial velocities and evolutionary status of the chromospherically active, close eclipsing binaries ST Centauri and V0775 Centauri","We have combined photometric and spectroscopic observations of two very close eclipsing binary systems, ST Centauri and V775 Centauri, to determine their evolutionary state from calculations of masses and radii and other properties. Spectral types were determined and radial velocities calculated from spectra obtained with the Australian National University’s 2.3 m telescope and Wide Field Spectrograph. The spectral type of the ST Cen primary component is F8 IV and the secondary is F8-8.5 IV. The ST Cen mean masses and radii of \(1.40 \pm 0.05\ \mathrm{M}_{\odot}\) and \(1.38 \pm 0.10\ \mathrm{M}_{\odot}\) and \(2.2 \pm 0.1\ \mathrm{R}_{\odot}\) and \(2.13 \pm 0.08\ \mathrm{R}_{\odot}\) for the primary and secondary components respectively, indicate that they are close to terminal age on the Main Sequence. Although the spectra of V775 Cen appeared to be single lined, the broadening function method enabled us to determine the radial velocities of the faint secondary component as well as those of the primary star. The mean masses and radii of the V775 Cen components are \(1.65 \pm 0.31\ \mathrm{M}_{\odot}\) and \(0.72 \pm 0.29\ \mathrm{M}_{\odot}\) and \(1.68 \pm 0.11\ \mathrm{R}_{\odot}\) and \(1.24 \pm 0.08\ \mathrm{R}_{\odot}\) for components 1 and 2 respectively. Our data show that V775 Cen is a close Algol binary system, with a secondary component that has evolved beyond terminal age Main Sequence, has filled its inner critical equipotential surface and is transferring mass to the primary star. The masses and radii of both components of V775 Cen are smaller than those of other Algol binary systems. Although the primary component of V775 Cen is on the Main Sequence, its spectral type is F0/F1 class IV. Both systems displayed episodes of photospheric and chromospheric activity. This was evident in the H\(\alpha\) lines of ST Cen and the Na I D lines of the components in both systems. Narrow Na I D lines between those of the binary components suggest that circumbinary gas is present."
Functional Analysis of Sheep POU2F3 Isoforms,"POU domain class 2 transcription factor 3 (POU2F3) plays an important role in keratinocyte proliferation and differentiation. Our previous study identified four sheep POU2F3 transcript variants (POU2F3-1, POU2F3-2, POU2F3-3, and POU2F3-4), encoding three POU2F3 protein isoforms (POU2F3-1, POU2F3-2, and POU2F3-3). However, the functional differences among the three POU2F3 isoforms remain unknown. The objective of this study was to determine the tissue expression pattern of the four POU2F3 transcript variants in sheep and to investigate the functional differences in cell proliferation among the three POU2F3 isoforms. Quantitative RT-PCR analysis showed that the four POU2F3 transcripts were ubiquitously expressed in all tested adult sheep tissues, and POU2F3-1 exhibited higher expression level than the other three POU2F3 transcript variants in skin (P < 0.05). Cell proliferation assay showed that overexpression of any one of the three POU2F3 isoforms significantly inhibited the proliferation of sheep fetal fibroblasts and HaCaT cells at 48 and 72 h after transfection (P < 0.05). POU2F3-3 had less inhibitory effect on cell proliferation than POU2F3-1 and POU2F3-2 (P < 0.05), and POU2F3-1 and POU2F3-2 had similar inhibitory effects (P > 0.05). Dual luciferase reporter assays demonstrated that overexpression of any one of the three POU2F3 isoforms significantly inhibited the promoter activities of keratin 14 (KRT14) and matrix metalloproteinase 19 (MMP19) genes (P < 0.05). POU2F3-3 had less inhibitory effect on the promoter activities of KRT14 and MMP19 genes than POU2F3-1 and POU2F3-2 (P < 0.05), and POU2F3-1 and POU2F3-2 had similar inhibitory effects (P > 0.05). These results suggest three sheep POU2F3 isoforms have similar functional effects, but to a different extent."
The influence of long-term cadmium exposure on the male advertisement call of Xenopus laevis,"Cadmium (Cd) is a non-essential environmental endocrine-disrupting compound found in water and a potential threat to aquatic habitats. Cd has been shown to have various short-term effects on aquatic animals; however, evidence for long-term effects of Cd on vocal communications in amphibians is lacking. To better understand the long-term effects of low-dose Cd on acoustic communication in amphibians, male Xenopus laevis individuals were treated with low Cd concentrations (0.1, 1, and 10 μg/L) via aqueous exposure for 24 months. At the end of the exposure, the acoustic spectrum characteristics of male advertisement calls and male movement behaviors in response to female calls were recorded. The gene and protein expressions of the androgen receptor (AR) were determined using Western blot and RT-PCR. The results showed that long-term Cd treatment affected the spectrogram and formant of the advertisement call. Compared with the control group, 10 μg/L Cd significantly decreased the first and second formant frequency, and the fundamental and main frequency, and increased the third formant frequency. One and 10-μg/L Cd treatments significantly reduced the proportion of individuals responding to female calls and prolonged the time of first movement of the male. Long-term Cd treatment induced a downregulation in the AR protein. Treatments of 0.1, 1, and 10 μg/L Cd significantly decreased the expression of AR mRNA in the brain. These findings indicate that long-term exposure of Cd has negative effects on advertisement calls in male X. laevis."
A field pilot-scale study on heavy metal-contaminated soil washing by using an environmentally friendly agent—poly-γ-glutamic acid (γ-PGA),"In this study, a farmland contaminated by heavy metals (Cu, Zn, Ni, and Cr) was selected to evaluate the performance of poly-γ-glutamic acid (γ-PGA) on the removal of heavy metals in soil washing. The highest heavy metal concentrations at the contaminated site were Cu: 1180 mg/kg, Zn: 1450 mg/kg, Ni: 287 mg/kg, and Cr: 316 mg/kg. Batch experiments designed by Taguchi Method were conducted first to assess the effect of different washing conditions on the removal of heavy metals in laboratory. The results of batch experiments show that factors that affected the removal efficiency of heavy metals was of the order γ-PGA concentration > washing time > liquid/soil ratio > rotational speed. The optimal operating parameters for heavy metal removal were γ-PGA 3.5%, liquid/soil ratio 15/1, washing time 60 min, and rotational speed 100 rpm. Under the optimal conditions, up to 50.7% of the major target metal, Cu, was removed. Heavy metals in the soil were mainly Fe-Mn oxide bound and organically bound. On-site treatment using the optimal operating parameters caused 54.3% of Cu removal. When the soil was washed 3 times by γ-PGA, the removal efficiency of Cu was improved to 74.3%. After the treatment, the change in soil bacterial number was insignificant, indicating that γ-PGA is an environmentally friendly washing reagent."
Removal of nickel from aqueous solution using synthesized IL/ZnO NPs,"In this paper, the removal of nickel from aqueous solution was studied using zinc oxide nanoparticles (ZnO NPs) and zinc oxide nanoparticles functionalized ionic liquid (IL/ZnO NPs) by batch adsorption and solid phase extraction (SPE) methods, respectively. The synthesized IL/ZnO NPs was characterized by FT-IR, SEM, XRD, XPS, and DLS techniques. The optimum conditions were experimentally determined by varying the parameters such as feed concentration, contact time, adsorbent dosage, pH, and temperature using both the adsorbents. From the optimum conditions, it was found that the feed concentration is 10 ppm, contact time is 120 min, adsorbent dosage is 0.2 g, pH is 6, and temperature is 60 °C with the maximum percentage removal of 81% for ZnO Nps, whereas, for IL/ZnO NPs, the feed concentration is 10 ppm, contact time is 90 min, adsorbent dosage is 0.1 g, pH is 6, and temperature is 60 °C with the maximum percentage removal of 92.5%. On comparison with the results, IL/ZnO NPs was an efficient adsorbent for the removal of nickel from aqueous solution as well as the effluents of electroplating and stainless steel industries. The percentage removal of nickel was analyzed by inductively coupled plasma-optical emission spectrometry (ICP-OES). The sorbents were regenerated and reused effectively."
