title,abstract
Three-dimensional femtosecond laser nanolithography of crystals,"So far, nanostructuring of hard optical crystals has been exclusively limited to their surface, as stress-induced crack formation and propagation render high-precision volume processes ineffective1,2. Here, we show that the rate of nanopore chemical etching in the popular laser crystals yttrium aluminium garnet and sapphire can be enhanced by more than five orders of magnitude (from <0.6 nm h−1 to ~100 µm h−1) by the use of direct laser writing, before etching. The process makes it possible to produce arbitrary three-dimensional nanostructures with 100 nm feature sizes inside centimetre-scale laser crystals without brittle fracture. To showcase the potential of the technique we fabricate subwavelength diffraction gratings and nanostructured optical waveguides in yttrium aluminium garnet and millimetre-long nanopores in sapphire. The approach offers a pathway for transferring concepts from nanophotonics to the fields of solid-state lasers and crystal optics."
Multi-CSAR: a multiple reference-based contig scaffolder using algebraic rearrangements,"One of the important steps in the process of assembling a genome sequence from short reads is scaffolding, in which the contigs in a draft genome are ordered and oriented into scaffolds. Currently, several scaffolding tools based on a single reference genome have been developed. However, a single reference genome may not be sufficient alone for a scaffolder to generate correct scaffolds of a target draft genome, especially when the evolutionary relationship between the target and reference genomes is distant or some rearrangements occur between them. This motivates the need to develop scaffolding tools that can order and orient the contigs of the target genome using multiple reference genomes."
Condition-specific gene co-expression network mining identifies key pathways and regulators in the brain tissue of Alzheimer’s disease patients,"Gene co-expression network (GCN) mining is a systematic approach to efficiently identify novel disease pathways, predict novel gene functions and search for potential disease biomarkers. However, few studies have systematically identified GCNs in multiple brain transcriptomic data of Alzheimer’s disease (AD) patients and looked for their specific functions."
Novel link prediction for large-scale miRNA-lncRNA interaction network in a bipartite graph,"Current knowledge and data on miRNA-lncRNA interactions is still limited and little effort has been made to predict target lncRNAs of miRNAs. Accumulating evidences suggest that the interaction patterns between lncRNAs and miRNAs are closely related to relative expression level, forming a titration mechanism. It could provide an effective approach for characteristic feature extraction. In addition, using the coding non-coding co-expression network and sequence data could also help to measure the similarities among miRNAs and lncRNAs. By mathematically analyzing these types of similarities, we come up with two findings that (i) lncRNAs/miRNAs tend to collaboratively interact with miRNAs/lncRNAs of similar expression profiles, and vice versa, and (ii) those miRNAs interacting with a cluster of common target genes tend to jointly target at the common lncRNAs."
A unified solution for different scenarios of predicting drug-target interactions via triple matrix factorization,"During the identification of potential candidates, computational prediction of drug-target interactions (DTIs) is important to subsequent expensive validation in wet-lab. DTI screening considers four scenarios, depending on whether the drug is an existing or a new drug and whether the target is an existing or a new target. However, existing approaches have the following limitations. First, only a few of them can address the most difficult scenario (i.e., predicting interactions between new drugs and new targets). More importantly, none of the existing approaches could provide the explicit information for understanding the mechanism of forming interactions, such as the drug-target feature pairs contributing to the interactions."
Analysis of significant protein abundance from multiple reaction-monitoring data,"Discovering reliable protein biomarkers is one of the most important issues in biomedical research. The ELISA is a traditional technique for accurate quantitation of well-known proteins. Recently, the multiple reaction-monitoring (MRM) mass spectrometry has been proposed for quantifying newly discovered protein and has become a popular alternative to ELISA. For the MRM data analysis, linear mixed modeling (LMM) has been used to analyze MRM data. MSstats is one of the most widely used tools for MRM data analysis that is based on the LMMs. However, LMMs often provide various significance results, depending on model specification. Sometimes it would be difficult to specify a correct LMM method for the analysis of MRM data. Here, we propose a new logistic regression-based method for Significance Analysis of Multiple Reaction Monitoring (LR-SAM)."
Laplacian normalization and bi-random walks on heterogeneous networks for predicting lncRNA-disease associations,Evidences have increasingly indicated that lncRNAs (long non-coding RNAs) are deeply involved in important biological regulation processes leading to various human complex diseases. Experimental investigations of these disease associated lncRNAs are slow with high costs. Computational methods to infer potential associations between lncRNAs and diseases have become an effective prior-pinpointing approach to the experimental verification.
rPCMP: robust p-value combination by multiple partitions with applications to ATAC-seq data,"Evaluating the significance for a group of genes or proteins in a pathway or biological process for a disease could help researchers understand the mechanism of the disease. For example, identifying related pathways or gene functions for chromatin states of tumor-specific T cells will help determine whether T cells could reprogram or not, and further help design the cancer treatment strategy. Some existing p-value combination methods can be used in this scenario. However, these methods suffer from different disadvantages, and thus it is still challenging to design more powerful and robust statistical method."
Hot spot prediction in protein-protein interactions by an ensemble system,"Hot spot residues are functional sites in protein interaction interfaces. The identification of hot spot residues is time-consuming and laborious using experimental methods. In order to address the issue, many computational methods have been developed to predict hot spot residues. Moreover, most prediction methods are based on structural features, sequence characteristics, and/or other protein features."
Improvement of cancer subtype prediction by incorporating transcriptome expression data and heterogeneous biological networks,"Identification of cancer subtypes is of great importance to facilitate cancer diagnosis and therapy. A number of methods have been proposed to integrate multi-sources data to identify cancer subtypes in recent years. However, few of them consider the regulatory associations between genome features and the contribution weights of different data-views in data integration. It is widely accepted that the regulatory associations between features play important roles in cancer subtype studies. In addition, different data-views may have different contributions in data integration for cancer subtype prediction."
CRlncRNA: a manually curated database of cancer-related long non-coding RNAs with experimental proof of functions on clinicopathological and molecular features,"Recent studies demonstrated that long non-coding RNAs (lncRNAs) could be intricately implicated in cancer-related molecular networks, and related to cancer occurrence, development and prognosis. However, clinicopathological and molecular features for these cancer-related lncRNAs, which are very important in bridging lncRNA basic research with clinical research, fail to well settle to integration."
Searching for the finance–growth nexus in Libya,"This paper investigates the causal relationship between financial development and economic growth in Libya during the period 1970–2016, providing new insights from a resource-dependent economy. The empirical results vary with estimation methodology and model specification, but indicate no long-run relationship between financial intermediation and nonhydrocarbon output growth. The OLS estimation shows that financial development has a statistically significant negative effect on real nonhydrocarbon GDP per capita growth. However, both the VAR- and ARDL-based estimations present statistically insignificant results, albeit still attaching a negative coefficient to financial intermediation. It appears that nonhydrocarbon economic activity depends largely on government spending, which is in turn determined by the country’s hydrocarbon earnings."
The Association Between Adiposity and Inpatient Hospital Costs in the UK Biobank Cohort,"High adiposity is associated with higher risks for a variety of adverse health outcomes, including higher rates of age-adjusted mortality and increased morbidity. This has important implications for the management of healthcare systems, since the endocrinal, cardiometabolic and other changes associated with increased adiposity may be associated with substantial healthcare costs."
Assessment of unsteady Brinkman’s model for flow in karst aquifers,"The Brinkman’s equation simplifies the numerical modeling of karst aquifers by allowing the use of a single transport equation to model the flow of fluids in both the free-flow and porous regions, in effect reducing the error arising from improper modeling of the interface between the two regions. Most equations available to model flow within karst aquifers deal with steady flow conditions. This may not be accurate in aquifers where unsteady conditions exist. We considered the effects of unsteady flow conditions in karst aquifers by assessing the addition of an unsteady flow term to the Brinkman’s equation. We solved the coupled mass conservation-transport equations that models unsteady fluid transport in karst aquifers and studied the effects of unsteady flow conditions on tracer transport in two different sample aquifers and compared to the results obtained from the steady flow Brinkman’s equation. The solution method adopted is sequential and it involves solving the unsteady Brinkman’s model first, followed by the advection-diffusion-adsorption equation using the cell-centered finite volume approach. The first example presented here is a simple aquifer model consisting of a single conduit surrounded by porous regions. The second example is a complicated structure consisting of complex geometrical caves embedded in a highly heterogeneous porous media. The results show that, inside the caves, the unsteady Brinkman’s model yielded lower tracer concentrations at early times when compared to the steady flow model. At longer times, both models produced almost similar results. In particular, the results obtained from the simplified example case (Example 1) indicate that the velocity profiles for unsteady flow within open conduits do not instantly yield a parabolic shape expected from the Brinkman’s equation, but gradually develops into one starting from a linear profile. Results obtained also show that the addition of unsteady flow term to the Brinkman’s model does not affect the flow of tracer within porous media in any significantly observable manner."
Farmacotherapie bij patiënten met een verminderde nierfunctie,"De geschatte glomerulaire filtratiesnelheid (eGFR) is een belangrijk onderdeel van medicamenteus therapiemanagement bij patiënten met een verminderde nierfunctie. Als de patiënt met een verminderde nierfunctie een geneesmiddel nodig heeft, kan een niet-renaal uitgescheiden middel een effectief en veiliger alternatief vormen voor een renaal uitgescheiden geneesmiddel. Wanneer toch een renaal uitgescheiden geneesmiddel nodig is, zult u eerst moeten nagaan of de eGFR een realistische weergave is van de nierfunctie. Daarna bepaalt u de dosering van het geneesmiddel in relatie tot: 1) het therapeutisch venster van het geneesmiddel, 2) de snelheid waarmee het doel van de farmacotherapie bereikt dient te worden en 3) de mogelijkheid tot het monitoren van bijwerkingen en de effectiviteit. Deze overwegingen zijn ook van belang bij chronische farmacotherapie, waarbij u de dosering in de loop van de tijd gradueel moet aanpassen aan de afname van de nierfunctie. Bij geneesmiddelen met een smalle therapeutische breedte moet u bij voorkeur een lagere dosering voorschrijven als de indicatie dat toelaat."
Modelling of non-premixed turbulent combustion with Conditional Moment Closure (CMC)⋆,"Conditional Moment Closure (CMC), an advanced turbulent reacting flow method, has been applied to the challenging cases with a varying degree of turbulence-chemistry interactions. The CMC approach may be used either in the RAMS or LES context, this is reviewed in the first part of this paper, while the second part is dedicated to applications on Sandia piloted jet flames D and F and lifted hydrogen jet flame. In case of the Sandia piloted jet flame D, the RANS-CMC simulation results are in agreement with the experimental data. On the other hand, when one comes to the results for the Sandia flame F, extinction is not captured. These discrepancies are attributed to the use of RANS in combination with the boundary conditions set in CMC. However, in case of turbulent lifted jet flame in vitiated co-flow, the LES-CMC model is able to capture the axial and radial profiles of mixture fraction, temperature and major species. The lift-off height is found to be very sensitive to the co-flow temperature as well as the co-flow velocity. The LES-CMC results highlight the potential of the technique to simulate the problems which involve complex turbulence-chemistry interactions."
A benchmark study of sequence alignment methods for protein clustering,"Protein sequence alignment analyses have become a crucial step for many bioinformatics studies during the past decades. Multiple sequence alignment (MSA) and pair-wise sequence alignment (PSA) are two major approaches in sequence alignment. Former benchmark studies revealed drawbacks of MSA methods on nucleotide sequence alignments. To test whether similar drawbacks also influence protein sequence alignment analyses, we propose a new benchmark framework for protein clustering based on cluster validity. This new framework directly reflects the biological ground truth of the application scenarios that adopt sequence alignments, and evaluates the alignment quality according to the achievement of the biological goal, rather than the comparison on sequence level only, which averts the biases introduced by alignment scores or manual alignment templates. Compared with former studies, we calculate the cluster validity score based on sequence distances instead of clustering results. This strategy could avoid the influence brought by different clustering methods thus make results more dependable."
A latent allocation model for the analysis of microbial composition and disease,"Establishing the relationship between microbiota and specific diseases is important but requires appropriate statistical methodology. A specialized feature of microbiome count data is the presence of a large number of zeros, which makes it difficult to analyze in case-control studies. Most existing approaches either add a small number called a pseudo-count or use probability models such as the multinomial and Dirichlet-multinomial distributions to explain the excess zero counts, which may produce unnecessary biases and impose a correlation structure taht is unsuitable for microbiome data."
In silico design of MHC class I high binding affinity peptides through motifs activation map,"Finding peptides with high binding affinity to Class I major histocompatibility complex (MHC-I) attracts intensive research, and it serves a crucial part of developing a better vaccine for precision medicine. Traditional methods cost highly for designing such peptides. The advancement of computational approaches reduces the cost of new drug discovery dramatically. Compared with flourishing computational drug discovery area, the immunology area lacks tools focused on in silico design for the peptides with high binding affinity. Attributed to the ever-expanding amount of MHC-peptides binding data, it enables the tremendous influx of deep learning techniques for modeling MHC-peptides binding. To leverage the availability of these data, it is of great significance to find MHC-peptides binding specificities. The binding motifs are one of the key components to decide the MHC-peptides combination, which generally refer to a combination of some certain amino acids at certain sites which highly contribute to the binding affinity."
Predicting adverse drug reactions of combined medication from heterogeneous pharmacologic databases,"Early and accurate identification of potential adverse drug reactions (ADRs) for combined medication is vital for public health. Existing methods either rely on expensive wet-lab experiments or detecting existing associations from related records. Thus, they inevitably suffer under-reporting, delays in reporting, and inability to detect ADRs for new and rare drugs. The current application of machine learning methods is severely impeded by the lack of proper drug representation and credible negative samples. Therefore, a method to represent drugs properly and to select credible negative samples becomes vital in applying machine learning methods to this problem."
Single-cell gene expression analysis reveals β-cell dysfunction and deficit mechanisms in type 2 diabetes,"Type 2 diabetes (T2D) is one of the most common chronic diseases. Studies on T2D are mainly built upon bulk-cell data analysis, which measures the average gene expression levels for a population of cells and cannot capture the inter-cell heterogeneity. The single-cell RNA-sequencing technology can provide additional information about the molecular mechanisms of T2D at single-cell level."
DeepM6ASeq: prediction and characterization of m6A-containing sequences using deep learning,"N6-methyladensine (m6A) is a common and abundant RNA methylation modification found in various species. As a type of post-transcriptional methylation, m6A plays an important role in diverse RNA activities such as alternative splicing, an interplay with microRNAs and translation efficiency. Although existing tools can predict m6A at single-base resolution, it is still challenging to extract the biological information surrounding m6A sites."
Modeling of the Heat-Affected and Thermomechanically Affected Zones in a Ti-6Al-4V Inertia Friction Weld,"Inertia friction welding has been used across the aerospace, automotive, and power-generation industries for the fabrication of complex axisymmetric components for over forty years. The process involves one axisymmetric piece being held stationary and another piece being brought into contact set to rotate about its axis of symmetry by a flywheel with the system under an applied load across the joint. Plasticization at the joint interface through the frictional heating sees the two pieces bond together. The titanium alloy Ti-6Al-4V has been widely studied for inertia welding applications. A successful selection of processing parameters (flywheel energy and mass, applied load) allows an inertia welding process which produces a very high-integrity weld, with a minimal heat-affected zone (HAZ) and thermomechanically affected zone (TMAZ), formed as a narrow band at the interface and extending further into the material. The width of this narrow band of heated material is dependent upon the process parameters used. A series of experimental inertia friction welds were performed using Ti-6Al-4V, and a finite element (FE) modeling framework was developed using the FE code Deform in order to predict the widths of the HAZ and TMAZ at the weld interface. The experimentally observed HAZ boundaries were correlated with the thermal fields from the FE model, while TMAZ boundaries were correlated with the Von Mises plastic strain fields."
A partially function-to-topic model for protein function prediction,"Proteins are a kind of macromolecules and the main component of a cell, and thus it is the most essential and versatile material of life. The research of protein functions is of great significance in decoding the secret of life. In recent years, researchers have introduced multi-label supervised topic model such as Labeled Latent Dirichlet Allocation (Labeled-LDA) into protein function prediction, which can obtain more accurate and explanatory prediction. However, the topic-label corresponding way of Labeled-LDA is associating each label (GO term) with a corresponding topic directly, which makes the latent topics to be completely degenerated, and ignores the differences between labels and latent topics."
Revealing transcription factor and histone modification co-localization and dynamics across cell lines by integrating ChIP-seq and RNA-seq data,Interactions among transcription factors (TFs) and histone modifications (HMs) play an important role in the precise regulation of gene expression. The context specificity of those interactions and further its dynamics in normal and disease remains largely unknown. Recent development in genomics technology enables transcription profiling by RNA-seq and protein’s binding profiling by ChIP-seq. Integrative analysis of the two types of data allows us to investigate TFs and HMs interactions both from the genome co-localization and downstream target gene expression.
Vaginal microbiome variances in sample groups categorized by clinical criteria of bacterial vaginosis,"One of the most common and recurrent vaginal infections is bacterial vaginosis (BV). The diagnosis is based on changes to the “normal” vaginal microbiome; however, the normal microbiome appears to differ according to reproductive status and ethnicity, and even among individuals within these groups. The Amsel criteria and Nugent score test are widely used for diagnosing BV; however, these tests are based on different criteria, and so may indicate distinct changes in the vaginal microbial community. Nevertheless, few studies have compared the results of these test against metagenomics analysis."
Genotype- and tissue-specific miRNA profiles and their targets in three alfalfa (Medicago sativa L) genotypes,"Alfalfa (Medicago sativa L.) is a forage legume with significant agricultural value worldwide. MicroRNAs (miRNAs) are key components of post-transcriptional gene regulation and essentially regulate many aspects of plant growth and development. Although miRNAs were reported in alfalfa, their expression profiles in different tissues and the discovery of novel miRNAs as well as their targets have not been described in this plant species."
Gut microbiome changes in overweight male adults following bowel preparation,"Human gut microbiome has an essential role in human health and disease. Although the major dominant microbiota within individuals have been reported, the change of gut microbiome caused by external factors, such as antibiotic use and bowel cleansing, remains unclear. We conducted this study to investigate the change of gut microbiome in overweight male adults after bowel preparation, where none of the participants had been diagnosed with any systemic diseases."
Poly-victimization among Secondary High School Students in Saudi Arabia,"Poly-victimization can occur during childhood resulting in adverse events on health and well–being. The aim of this study is to determine the prevalence of past year as well as lifetime prevalence of poly-victimization among adolescents in Saudi Arabia (SA). A cross-sectional study was conducted in the five main provinces of SA. Boys and girls (n = 16,010) from public and private secondary high schools were selected to participate in the study. Nearly three-quarters (72%) experienced poly-victimizations during their lives and two third (66%) during the past year. Participants living with extended family, and living with a biologic and step-parent were 1.3 and 1.9 times respectively more likely to be poly-victimized during their lives and were 1.2 and 1.7 times respectively during the past year. Public policy should be established that encourages social workers and child protection services to screen for poly-victimization in cases of suspected adolescent maltreatment."
Direct evidence of non-disk optical continuum emission around an active black hole,"Accretion onto black holes is key to their growth over cosmic time1, especially during the active galactic nuclei phase when the inflowing material forms a radiatively efficient accretion disk2. To probe the disk, indirect imaging methods such as reverberation mapping3,4,5,6 and microlensing7,8 are required. Recent findings suggest that the disk may be larger than theoretical predictions by a factor of a few4,6,9, thus casting doubt on our understanding of accretion in the general astrophysical context. Whether new physics is implied10,11,12 or poorly understood biases are in effect5,6,13,14 is a longstanding question. Here, we report new reverberation data based on a unique narrowband-imaging design15, and argue that time delays between adjacent optical bands are primarily associated with the reprocessing of light by a farther away under-appreciated non-disk component. This component is associated with high-density photoionized material that is uplifted from the outer accretion disk, probably by radiation-pressure force on dust, and thus may represent the long-sought origin of the broad-line region16. Our findings suggest that the optical phenomenology of some active galactic nuclei may be substantially affected by non-disk continuum emission with implications for measuring the fundamental properties of black holes and their active environs over cosmic time."
