title,abstract
A BIM-Based Approach to Automated Prefabricated Building Construction Site Layout Planning,"Construction site layout planning (CSLP) is a typical problem in construction site management that urgently needs to be solved. A reasonable construction site layout can improve efficiency and reduce costs and unnecessary loss of time. To solve the CSLP problem, some emerging optimization algorithms and enhanced mathematical models have been developed. The building information model (BIM) provides data support for the implementation of previous research. However, manually extracting and modifying parameters from the BIM for use in optimization algorithms is cumbersome in practical applications, wasting considerable time and human resources. In this paper, we propose a framework of automated prefabricated building CSLP to realize the integration of the BIM and an optimization algorithm, which utilizes the Dynamo visual programming platform to create an information channel between the BIM and the optimization algorithm. A typical and practical case, which is optimized by the genetic algorithm (GA) and particle swarm optimization (PSO), is demonstrated to validate the proposed approach and to show an effective reduction in material transportation cost and unnecessary loss of time."
"Narcotic detection efficacy and behavior of police dogs are affected by rearing system, weaning time, and maternal bond","The present study was performed to investigate the influences of rearing type, time of weaning, and maternal bond on the narcotic detection efficacy of police dogs. One hundred German shepherd dogs (52 males and 48 females) were utilized in this study. The study was divided into three experiments. Experiment I: dogs were divided into two groups with known previous history of rearing system; the first group received natural rearing (natural suckling). While the second group received artificial rearing. Experiment II: dogs were distributed into three groups. In the first group, dogs were weaned at 8 weeks, in the second group, dogs were weaned at 12 weeks and in the third group, dogs were orphans. Experiment III: dogs were distributed into two groups. The first group contained the dogs which were trained in the presence of their mothers, while the second group contained the dogs which were trained in the absence of their mothers. Results revealed that the narcotics detection trainability performance measures were significantly affected by the rearing system, time of weaning as well as the maternal bond, where the naturally reared dogs, dogs weaned at 12 weeks and those trained in the presence of their mothers showed better performance represented by the higher proportions of correct alerts and the lower false alerts, and chances and passes to detect the narcotics. These observations suggests that the events of the past (rearing type, extension of suckling and maternal bond) are correlated to and positively affected the future behavior and narcotic detection efficacy of police dogs without the need for additional reinforcements. In conclusion, this study can be a base for further research toward reducing the expensive and time-consuming training practices required for adult working dogs to locate narcotics and other objectives."
Osteostimulating Ability of β-tricalcium Phosphate/collagen Composite as a Practical Bone-grafting Substitute: In vitro and in vivo Comparison Study with Commercial One,"A biocompatible and biodegradable bioceramic, β-tricalcium phosphate (β-TCP) has been widely considered as a safe and effective alternative to autograft for bone reconstruction due to its excellent osteoconductivity. Here, we prepared the composite of β-TCP and collagen (β-TCP/col) to investigate whether such a bone extracellular matrix (ECM)-mimetic synthetic bone graft can achieve a highly accelerated bone growth comparable to a commercially available bone substitute. The bone regenerating effects of the β-TCP/col block were evaluated in vitro and in vivo by comparison with Bio-Oss Collagen® (Bio-Oss/col). Preosteoblasts showed similar levels of cell adhesion and proliferation in the β-TCP/col and Bio-Oss/col scaffolds. Expression levels of osteogenic differentiation marker genes, including alkaline phosphatase (ALP), bone sialoprotein (BSP) and osteocalcin (OCN), increased significantly in cells on the collagen plug compared to the control (without any bone graft material). Notably, cells on the β-TCP/col scaffold exhibited more than 2-fold higher expression levels of ALP and OCN compared to the Bio-Oss/col scaffold. In addition, in vivo animal experiments showed that the β-TCP/col scaffold induced a remarkably accelerated bone formation (∼69.54%) compared to the Bio-Oss/col scaffold (∼67.08%) and the collagen plug (∼11.47%) at 8 weeks after implantation. These results indicated that the composite of β-TCP and collagen (β-TCP/col) showing a comparable bone-regenerating ability could be used as a substitute for the most commercially available Bio-Oss Collagen®."
"Enhanced Solubility Through Particle Size Control, Modification of Crystal Behavior, and Crystalline Form Changes in Solid Dispersion of Nifedipine","The purpose of this study was to investigate the selectivity of polymers and the suitability of spray drying to enhance nifedipine solubility. Nifedipine alone or in combination with polymers was dissolved in a mixed solvent of methylene chloride and ethanol. The hydrophilic polymers used were PVP K-30, HPMC, HPMCP, Eudragit, and HPMCAS. Each solid dispersion was prepared using a laboratory spray dryer. The spray-dried solid dispersants were characterized by SEM, DSC, and XRPD analysis, and dissolution tests compared the dissolution rates of nifedipine solid dispersants and nifedipine. The results showed that all spray-dried solid dispersions were in an amorphous form. Dissolution tests were performed at pH 1.2 (artificial gastric juice) and pH 6.8 (artificial intestinal juice) to evaluate solid dispersion solubility. The solid dispersion containing HPMC showed a notably enhanced dissolution rate under both pH conditions. Interestingly, HPMCP and HPMCAS showed almost no enhancement of dissolution behavior at pH 1.2, but a significant increase (10 times or higher) over that of the pure polymer at pH 6.8. Solubility enhancement of poorly soluble drugs differs markedly among the polymers used for spray drying. From the results, HPMCP and HPMCAS are suitable as carriers for drugs with poor solubility that require acid resistance."
Quantum absentminded driver problem revisited,"The aim of the paper is to study the problem of absentminded driver in the quantum domain. In the classical case, it is a well-known example of a decision problem with imperfect recall that exhibits lack of equivalence between mixed and behavioral strategies. The optimal payoff outcome is significantly lower than the maximum payoff appearing in the game. This raises the question whether a quantum approach to the problem can increase the strategic position of the decision maker. The results that we present in the paper clearly reveal the benefits from playing the absentminded problem with the aid of quantum objects. Through appropriately chosen initial quantum state, the unitary strategies enable the decision maker to obtain the maximum possible payoff. At the same time, our scheme comes down to the classical problem with a suitable restriction of unitary strategies."
Application of UAV Photogrammetry to Slope-Displacement Measurement,"To reduce accidents caused by slope failures, disaster assessments and displacement measurements of steep slopes are conducted. Measurement values can vary greatly, depending on the technician’s proficiency. Moreover, land creep and minute displacements are difficult to detect. In this study, we attempted to solve this problem using unmanned aerial vehicles (UAVs) and aerial triangulation. After a review of previous studies, a measurement precision of 10 cm for daily monitoring and sub-centimeters for precise monitoring were set. Twelve checkpoints were used, and the comparison results between the measured values using the total station and the aerial triangulation using the UAV were as follows. A virtual reference station (VRS) and three ground control points (GCPs) yielded 11.58 mm for the 3D (root-mean-square error) RMSE, and post-processed kinematic (PPK) and three GCPs generated 9.71 mm. By differentiating the results of multiple observations, the PPK processing results could achieve sub-centimeter accuracy. We verified that direct georeferencing using a VRS is sufficient for daily monitoring, and precise measurements require at least three GCPs. Geotechnicians can use VRS observations for economical slope monitoring in normal times, and accurate observations with GCPs when precise measurements are required."
The effects of the COVID-19 pandemic on psychological stress in breast cancer patients,"The majority of breast cancer patients are severely psychologically affected by breast cancer diagnosis and subsequent therapeutic procedures. The COVID-19 pandemic and associated restrictions on public life have additionally caused significant psychological distress for much of the population. It is therefore plausible that breast cancer patients might be particularly susceptible to the additional psychological stress caused by the pandemic, increasing suffering. In this study we therefore aimed to assess the level of psychological distress currently experienced by a defined group of breast cancer patients in our breast cancer centre, compared to distress levels pre-COVID-19 pandemic."
Near fatal stent thrombosis in an aneurysmatic RCX as first manifestation of heparin induced thrombocytopenia (HIT) without thrombocytopenia,Thrombosis resulting from heparin-induced thrombocytopenia (HIT) occurs in about 2% of patients without a significant decrease in platelet counts. We report on such a near fatal thrombotic event caused by coronary intervention.
Pregnant during the COVID-19 pandemic: an exploration of patients’ lived experiences,Infectious outbreaks are known to cause fear and panic. Exploration of pregnant individuals’ psychosocial condition using a qualitative lens during an infectious outbreak is limited. In this study we explore pregnant individuals’ lived experiences as well as their psychological and behavioural responses during COVID-19 with the goal of providing useful strategies from the patient’s perspective to enable health care providers to help pregnant patients navigate this and future pandemics.
Neuronavigated Magnetic Stimulation combined with cognitive training for Alzheimer’s patients: an EEG graph study,"Alzheimer’s disease (AD) is the most common neurodegenerative disorder in elderly subjects. Recent studies verified the effects of cognitive training combined with repetitive transcranial magnetic stimulation (rTMS-COG) in AD patients. Here, we analyzed neuropsychological and neurophysiological data, derived from electroencephalography (EEG), to evaluate the effects of a 6-week protocol of rTMS-COG in 72 AD. We designed a randomized, double-blind, sham-controlled trial to evaluate efficacy of rTMS on 6 brain regions obtained by an individual MRI combined with COG related to brain areas to stimulate (i.e., syntax and grammar tasks, comprehension of lexical meaning and categorization tasks, action naming, object naming, spatial memory, spatial attention). Patients underwent neuropsychological and EEG examination before (T0), after treatment (T1), and after 40 weeks (T2), to evaluate the effects of rehabilitation therapy. “Small World” (SW) graph approach was introduced allowing us to model the architecture of brain connectivity in order to correlate it with cognitive improvements. We found that following 6 weeks of intensive daily treatment the immediate results showed an improvement in cognitive scales among AD patients. SW present no differences before and after the treatment, whereas a crucial SW modulation emerges at 40-week follow-up, emphasizing the importance of rTMS-COG rehabilitation treatment for AD. Additional results demonstrated that the delta and alpha1 SW seem to be diagnostic biomarkers of AD, whereas alpha2 SW might represent a prognostic biomarker of cognitive recovery. Derived EEG parameters can be awarded the role of diagnostic and predictive biomarkers of AD progression, and rTMS-COG can be regarded as a potentially useful treatment for AD."
Synthesis and NMR cryoporometry of LaF3 nanoparticles with closed pores filled by D2O,"The series of LaF3 nanoparticles with closed pores filled with water H2O and heavy water D2O are synthesized by the hydrothermal treatment in autoclave at 140 °C, 160 °C, and 180 °C for 24 h. The samples are characterized by X-ray powder diffraction (XRD), transmission electron microscopy (TEM), and nuclear magnetic resonance (NMR) cryoporometry techniques. According to particle size distribution, the mean diameter of synthesized particles ranges from 31 to 45 nm. The pore sizes for H2O and D2O inside nanoparticles are determined by NMR cryoporometry and TEM methods. The method for the synthesis of nanoparticles with closed pores filled with heavy water is proposed."
Local atomic and electronic structure of Pt-Os nanoplates and nanofibers derived from the single-source precursor (NH4)2[Pt0.5Os0.5Cl6],"Nowadays, Pt-Os binary systems are mainly considered as catalysts and electrocatalysts, but the role of Os in these processes is still poorly understood. The electronic structure of Pt-Os nanosystems remains a few studied as well. Using bimetallic (NH4)2[Pt0.5Os0.5Cl6] as a single-source precursor for preparing Pt-Os nanoalloy through the thermal decomposition in hydrogen and inert atmospheres, the relation of morphology, atomic ordering, and electronic structure of Pt-Os nanoalloy was examined by in situ Quick XAFS, XPS, PXRD, SEM, and HRTEM techniques. Being the only variable parameter, the decomposition atmosphere was found to govern the morphology of the Pt-Os nanoalloy and change the atomic ordering (alloying extent), which involves a change in the electronic structure. In a hydrogen atmosphere, the nanofibers (NFs) (ø ~ 5–6 nm) with the atomic ordering Oscore&Pt-richshell were observed to form; in a nitrogen atmosphere, thin nanoplates (NPLs) (~ 12 nm) with the atomic architecture Os-richcore&Pt-richshell were found out. The depletion in the Os 5d5/2 and Pt 5d5/2,3/2 states was revealed for Pt-Os nanoalloys. This unusual result disagrees with the known d-band theory and indicates that there is a gain of non-d conduction electron counts at one or both sites. Mixed conductivity may exist in such Pt-Os nanoalloy that may be responsible for a manifestation of new physical properties of this binary system ."
Het effect van of-vragen tijdens telefonische triage,"Tijdens telefonische triage op de huisartsenpost maken triagisten gebruik van de Nederlandse Triage Standaard. Deze beslishulp beïnvloedt de interactie tussen triagisten en patiënten, en bevordert het gebruik van meerkeuze of-vragen (bijvoorbeeld ‘Is het een stekende of beklemmende pijn op de borst?’). Onze conversatieanalyse toont aan dat interactionele problemen kunnen ontstaan bij of-vragen wanneer die inadequaat zijn vormgegeven en wanneer de patiënt niet duidelijk is over zijn klachten. Inzicht in de ongewenste gevolgen van of-vragen is essentieel voor het verbeteren van de telefonische triage."
Voorlichting en niet-medicamenteuze adviezen centraal in de herziene NHG-Behandelrichtlijn Melasma,"De NHG-Behandelrichtlijn Melasma is herzien. In de behandelrichtlijn wordt onderscheid gemaakt tussen melasma, melasma bij zwangerschap of een andere hormonale oorzaak, of persisterend melasma. In alle gevallen bestaat het beleid uit voorlichting en niet-medicamenteuze adviezen. Voor patiënten met persisterend melasma en melasma zonder onderliggende oorzaak is naast azelaïnezuur ook tretinoïnecrème toegevoegd als behandeloptie. Schrijf deze middelen alleen voor als niet-medicamenteuze adviezen onvoldoende effect hebben en er een sterke wens tot behandeling is."
Verheldering aanbeveling in NHG-Standaard Borstkanker,"In de NHG-Standaard Borstkanker is een tekstuele wijziging doorgevoerd, om de intentie van een bestaande aanbeveling te verhelderen (niet te veranderen)."
"Hydrocarbon generation history in the Chagan Depression, Inner Mongolia, northern China: constraints of hydrocarbon generation kinetics and thermal history","The Chagan Depression is an important oil producing area in the Yingen-Ejinaqi Basin, northern China. The organic matter of the Early Cretaceous Bayingebi 2 member is mainly type II kerogen, and is the main source rock in this depression. However, the study of the hydrocarbon generation history of the Bayingebi 2 member is limited due to the lack of the hydrocarbon generation kinetic parameters. A source rock sample with type II kerogen of the Bayingebi 2 member was selected to for a gold tube-autoclave pyrolysis experiment, and the hydrocarbon generation kinetic parameters were obtained. Then, the hydrocarbon generation history of a typical well was reconstructed using the BasinMod 1D based on the thermal history of the Chagan Depression. The results show that the activation energy of generated gas is between 49 and 66 kcal/mol, with a frequency factor of 9.43 × 1011 s−1. The activation energy of oil is between 44 and 53 kcal/mol, with a frequency factor of 5.17 × 1012 s−1. The hydrocarbon generation potential of type II kerogen in the Chagan Depression is 273.7 mg/g TOC. The source rocks of the typical well have gone through two stages of hydrocarbon generation during the Suhongtu 1 member and Yingen Formation deposition. The maximum mass of generated oil and gas are 312 and 105 kg/m2 rock, respectively. This work provides important parameters for re-evaluating the hydrocarbon resources of the Chagan Depression."
Farnesol and tyrosol: novel inducers for microbial production of carotenoids and prodigiosin,"This study was performed to elucidate the effects of two fungal quorum sensing molecules (tyrosol and farnesol) on carotenoid synthesis in the yeast Rhodotorula glutinis and prodigioin synthesis in the bacterium Serratia marcencens. Farnesol or tyrosol was directly added to the flask cultures at the beginning (immediately after inoculation with the preculture) of day 1 or the beginning (49th h) of day 3. The results demonstrated that tyrosol supplementation increased the synthesis of carotenoids but farnesol supplementation increased the synthesis of prodigiosin. It was found that adding farnesol or tyrosol into the culture on day 3 compared to day 1 caused more increments in pigment synthesis. The maximum increase (fivefold) in the synthesis of prodigiosin was achieved with 200 μL/L farnesol supplementation, whereas the maximum increase (2.13 fold) in the synthesis of carotenoids was achieved with 4 mg/L tyrosol supplementation. This is the first report about the effects of fungal quorum sensing molecules (farnesol and tyrosol) on the synthesis of carotenoids and prodigiosin in microorganisms. Due to non-human toxicity and low price and of farnesol and tyrosol, these molecules can be used as novel inducers for large-scale production of microbial pigments."
Oscillatory Loomis—Whitney and Projections of Sublevel Sets,"We consider an oscillatory integral operator with Loomis—Whitney multilinear form. The phase is real analytic in a neighborhood of the origin in ℝd and satisfies a nondegeneracy condition related to its Newton polyhedron. Maximal decay is obtained for this operator in certain cases, depending on the Newton polyhedron of the phase and the given Lebesgue exponents. Our estimates imply volumes of sublevel sets of such real analytic functions are small relative to the product of areas of projections onto coordinate hyperplanes."
Seminorms for multiple averages along polynomials and applications to joint ergodicity,"Exploiting the recent work of Tao and Ziegler on the concatenation theorem on factors, we find explicit characteristic factors for multiple averages along polynomials on systems with commuting transformations, and use them to study criteria of joint ergodicity for sequences of the form \((T_{1}^{p_{1,j}(n)}\cdots T_{d}^{p_{d,j}(n)})_{n\in\mathbb{Z}}\), 1 ≤ j ≤ k, where T1, …, Td are commuting measure preserving transformations on a probability measure space and pi, j are integer polynomials. To be more precise, we provide a sufficient condition for such sequences to be jointly ergodic, giving also a characterization for sequences of the form \((T_{i}^{p(n)})_{n\in\mathbb{Z}}\), 1 ≤ i ≤ d to be jointly ergodic, answering a question due to Bergelson."
Cauchy singular integral operator with parameters in Log-Hölder spaces,"This paper is motivated by a claim in the classical textbook of Muskhelishvili concerning the Cauchy singular integral operator S on Hölder functions with parameters. To the contrary of the claim, a counter example was constructed by Tumanov which shows that S with parameters fails to maintain the same Hölder regularity with respect to the parameters. In view of the example, the behavior of the Cauchy singular integral operator with parameters between a type of Log-Hölder spaces is investigated to obtain the sharp norm estimates. At the end of the paper, we discuss its application to the \(\bar{\partial}\) problem on product domains."
Stationary fully nonlinear mean-field games,"In this paper we examine fully nonlinear mean-field games associated with a minimization problem. The variational setting is driven by a functional depending on its argument through its Hessian matrix. We work under fairly natural conditions and establish improved (sharp) regularity for the solutions in Sobolev spaces. Then, we prove the existence of minimizers for the variational problem and the existence of solutions to the mean-field games system. We also investigate a unidimensional example and unveil new information on the explicit solutions. Our findings can be generalized to a larger class of operators, yielding information on a broader range of examples."
Coorbit spaces associated to integrably admissible dilation groups,"This paper considers coorbit spaces parametrized by mixed, weighted Lebesgue spaces with respect to the quasi-regular representation of the semi-direct product of Euclidean space and a suitable matrix dilation group. The class of dilation groups that we allow, the so-called integrably admissible dilation groups, contains the matrix groups yielding an irreducible, square-integrable quasi-regular representation as a proper subclass. The obtained scale of coorbit spaces extends therefore the well-studied wavelet coorbit spaces associated to discrete series representations. We show that for any integrably admissible dilation group there exists a convienent space of smooth, admissible analyzing vectors that can be used to define a consistent coorbit space possessing all the essential properties that are known to hold in the setting of discrete series representations. In particular, the obtained coorbit spaces can be realized as Besov-type decomposition spaces by means of a Littlewood—Paley-type characterization. The classes of anisotropic Besov spaces associated to expansive matrices are shown to coincide precisely with the coorbit spaces induced by the integrably admissible one-parameter groups."
"Molluscan diversity of coastal Karnataka, India and role of physicochemical parameters on their diversity","The intertidal zone is unique in terms of its ecological conditions and faunal assemblages. Molluscs form a key link in the food chain and have a high socioeconomic value for coastal fisheries. Intertidal habitats of Karnataka are modified by anthropogenic disturbances which threaten the animals living there including molluscs. The present study is designed to know the diversity of molluscs of Karnataka coast, India and to understand the factors influencing variations in molluscan diversity. Thirteen intertidal habitats of coastal Karnataka were selected for the study of which six sites were visited on monthly basis from February 2017 to January 2018. Molluscan shells were collected from these sites using quadrates of 0.25m2 from fixed intervals. The other sites were visited once during the study and molluscs were collected using quadrates and by handpicking. Molluscs were brought to the laboratory, preserved in 70% alcohol, and identified using the standard identification keys. Abiotic parameters such as air temperature, water temperature, wave frequency were noted in the field. Environmental variable such as precipitation was studied. Physico-chemical parameters of water (salinity, electrical conductivity, pH of water) were analysed using standard methods. A total of 36 species of molluscs were recorded from the intertidal habitats of coastal Karnataka. It includes 21 species of gastropods and 15 species of bivalves. Bullia melanoides, Saccostrea cucullata and Echinolittorina leucostica were found throughout the study. Abranda myeformis, Mactra luzonica, Sunetta sp, Turricula tornata fulminata were the rare shells found on the beaches of coastal Karnataka. The abundance of molluscs was observed post-monsoon in all the sites. Species richness of molluscs was more in post-monsoon in all the intertidal areas except beaches of Kaup and Kota-Padukere. Shannon-Weiner index and Simpsons index were more in post-monsoon in the beaches of Someshwar, Panambur, Sasihithlu, and Gangolli whereas diversity indices were highest in intertidal areas of Kaup and Kota-Padukere in premonsoon. Kruskal–Wallis test showed the significant differences between abundance (P = 0.001) and species richness (P = 0.002) of molluscs with the seasons. During the study salinity, electrical conductivity, and pH of water ranged between 21.7–33.66ppt, 41.42–57.90 mS/m, and 7.36–8.47 respectively. Average values of air temperature, water temperature, and wave frequency varied between 26.500C–30.250C, 27.750C–30.250C, and 6–9 between the seasons. However, no significant correlation was found between these parameters and species diversity. The number of molluscs was more when the wave frequency was between 6–7. A significant negative correlation of wave frequency with molluscan abundance was observed which shows that reduced wave-action increases the molluscan diversity. A significant correlation between the electrical conductivity of water with species richness indicates that this is the important physico-chemical parameter responsible for the distribution of molluscan species on the coast. Wave frequency and electrical conductivity are the parameters are responsible for molluscan diversity in the intertidal zones. Thus the littoral zones of the Karnataka coast provide suitable habitats for molluscs."
Nonhomogeneous quasilinear elliptic problems: linear and sublinear cases,"We are concerned with a class of second order quasilinear elliptic equations driven by a nonhomogeneous differential operator introduced by C.A. Stuart [22] and whose study is motivated by models in Nonlinear Optics. We establish sufficient conditions for the existence of at least one or two non-negative solutions. Our analysis considers the cases when the reaction has either a sublinear or a linear growth. In the sublinear case, we also prove a nonexistence property. The proofs combine energy estimates and variational methods."
